name,duration,popularity,artists,album_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,n_beats,n_bars,genre
Devotion - Illyus & Barrientos Remix,203,8,Ten City;Illyus & Barrientos,Devotion (Illyus & Barrientos Remix),0.737,0.73,11,-5.26,0.0895,0.0301,7.39e-05,0.0934,0.334,123.987,416.0,104.0,chicago-house
Evig Köld Koncentrerad,208,18,Istapp,Blekinge,0.188,0.887,0,-6.479,0.0732,8.08e-05,0.0108,0.54,0.538,161.697,506.0,168.0,black-metal
No Le Bajo,143,37,ECKO;Omar Varela,No Le Bajo,0.826,0.539,2,-4.855,0.102,0.0317,0.0,0.074,0.808,88.017,208.0,51.0,spanish
Doesn't Have to Be This Way,213,25,Alison Krauss & Union Station,Lonely Runs Both Ways,0.466,0.322,11,-9.829,0.0296,0.778,0.000586,0.0868,0.325,81.433,280.0,69.0,bluegrass
Reggae Rock,117,34,Jackie Mittoo,The Keyboard King at Studio One,0.752,0.451,5,-9.922,0.0544,0.368,0.396,0.124,0.886,81.468,156.0,39.0,afrobeat
Teri Deewani - Lofi Flip,187,50,Kailash Kher;Deepanshu Ruhela,Teri Deewani (Lofi Flip),0.68,0.378,4,-10.665,0.0454,0.184,0.0,0.111,0.454,74.998,230.0,75.0,indian
Alice (Não me escreva aquela carta de amor),188,1,Kid Abelha,Só as Melhores do Pop Rock Brasileiro,0.585,0.7,11,-8.591,0.0847,0.085,0.245,0.103,0.951,177.588,543.0,135.0,brazil
Strings Attached,151,5,Dusty Decks,Midnight Set,0.747,0.473,11,-8.565,0.0448,0.0096,0.82,0.158,0.575,91.984,230.0,56.0,study
Tere Jeya Hor Disda,190,52,The Yellow Diary,Izafa,0.561,0.526,6,-10.005,0.0258,0.774,0.00605,0.103,0.463,89.996,276.0,69.0,indian
Come Full Circle,186,7,Matt Large,Piano For Painkillers,0.583,0.745,6,-6.726,0.0429,0.411,0.833,0.153,0.731,172.092,523.0,130.0,study
Last Train To Clarksville,178,25,The Grascals,The Famous Lefty Flynn's,0.649,0.797,4,-5.826,0.0365,0.532,0.00128,0.212,0.766,109.851,323.0,81.0,bluegrass
Not Alone (Weaver & Steve Hill Mix),357,0,Hardcore Masif;Weaver;Steve Hill,Everyday (Technikore Mix) / Not Alone (Weaver & Steve Hill Mix),0.416,0.973,7,-5.621,0.0586,0.00882,0.531,0.344,0.186,169.005,993.0,249.0,happy
Oddloop,255,58,frederic,oddloop,0.424,0.899,11,-3.937,0.0572,0.0034,8.1e-05,0.223,0.74,171.832,721.0,180.0,j-idol
Blackberry Blossom,159,37,Tony Rice Unit,Manzanita,0.457,0.602,7,-11.774,0.0361,0.153,0.897,0.132,0.769,129.507,328.0,81.0,bluegrass
Freedom of Expression - Dark Acid Mix,397,46,A*S*Y*S;Kai Tracid;Tom Wax,Freedom of Expression (Dark Acid Mix),0.7,0.917,2,-7.002,0.0539,0.0196,0.844,0.0922,0.0523,132.019,874.0,219.0,techno
Mírame a la Cara,185,62,Khaled,Mírame a la Cara,0.816,0.885,2,-4.232,0.0879,0.301,0.0,0.0656,0.743,99.975,305.0,75.0,spanish
誓い合ったんだってね、LOVE,238,15,Philosophy no Dance,愛の哲学,0.689,0.805,9,-4.38,0.0477,0.0089,6.79e-06,0.0812,0.798,139.972,537.0,135.0,j-idol
Blue Nights and Yellow Days,141,35,Matt Large,Next Year in Rio,0.76,0.553,0,-7.394,0.0395,0.412,0.643,0.113,0.92,87.993,204.0,51.0,study
Radioactive,193,26,Bullet For My Valentine,Gravity (Deluxe Edition),0.527,0.695,9,-4.99,0.0346,0.0331,3.78e-05,0.31,0.271,142.922,451.0,113.0,black-metal
黑色幽默,280,51,Jay Chou,杰倫,0.603,0.292,10,-7.622,0.0282,0.406,0.0,0.136,0.231,127.905,591.0,149.0,mandopop
Roll Baby Roll,121,8,Pete the Cat;B.o.B;Callie,Upbeat Kids Songs!,0.78,0.78,9,-2.783,0.0496,0.032,0.0,0.16,0.689,99.963,195.0,48.0,disney
サムライハート(Some Like It Hot!!),191,61,SPYAIR,Rockin' the World,0.603,0.961,3,-2.069,0.0636,0.00319,6.09e-06,0.0477,0.549,113.02,352.0,88.0,j-dance
kho gaya,177,46,Zaeden;Yashraj;AAKASH,Genesis 1:1,0.729,0.496,0,-7.863,0.0613,0.766,0.0,0.134,0.66,155.062,453.0,113.0,indian
O Vagabundo,156,0,Zezo,Zezo (O Príncipe dos Teclados),0.817,0.818,10,-4.482,0.0295,0.559,2.88e-06,0.338,0.63,111.024,289.0,72.0,forro
Bring U Up (Jasper James Remix) - TR405,315,5,Romanthony;Jasper James,Toolroom Radio EP405 - Presented By Mark Knight,0.806,0.805,8,-10.651,0.11,0.00143,0.363,0.406,0.885,123.05,646.0,161.0,chicago-house
Alag Aasmaan,212,74,Anuv Jain,Alag Aasmaan,0.699,0.299,6,-12.599,0.0403,0.869,0.0,0.0724,0.459,118.969,412.0,103.0,indian
mariposas,144,11,hope mona,sunday mornings,0.76,0.306,7,-15.334,0.059,0.951,0.897,0.133,0.685,120.029,288.0,72.0,study
Rewindあの日,267,33,Nogizaka46,生まれてから初めて見た夢 (Complete Edition),0.72,0.768,3,-6.216,0.035,0.215,0.0,0.276,0.804,108.005,472.0,118.0,j-idol
Sweet Boiled Candy,138,28,The Wiggles,The Wiggles Nursery Rhymes 2,0.631,0.508,2,-6.255,0.028,0.0921,0.0,0.356,0.426,124.937,281.0,70.0,disney
A Desolation Song (2016 - Remaster),308,15,Agalloch,The Mantle,0.246,0.666,9,-9.228,0.0487,0.375,0.204,0.223,0.319,61.256,438.0,111.0,black-metal
My Spirit - Original Mix,324,33,Droplex,MY SPIRIT (2016),0.875,0.81,0,-4.852,0.0714,0.0745,0.903,0.0896,0.133,130.012,702.0,176.0,techno
惡作劇,226,61,Tangerine Wong,惡作劇之吻,0.684,0.683,10,-6.374,0.028,0.581,9.52e-06,0.123,0.676,135.978,506.0,127.0,mandopop
Pequeña Gran Revolución,275,60,IZAL,Copacabana,0.578,0.791,9,-5.758,0.0315,0.0975,5.58e-05,0.118,0.162,105.042,469.0,117.0,spanish
Aashiyan,236,59,Pritam;Shreya Ghoshal;Nikhil Paul George,Barfi! (Original Motion Picture Soundtrack),0.829,0.622,10,-7.293,0.0518,0.293,2.8e-06,0.167,0.775,131.971,511.0,129.0,indian
"Señora, Por Favor",231,26,Cristian Castro,Agua Nueva,0.689,0.811,9,-9.532,0.0314,0.0324,1.66e-05,0.0658,0.551,119.839,450.0,112.0,spanish
Raven Clows,196,28,Moonspell,Irreligious,0.457,0.892,9,-6.28,0.0484,0.000349,0.287,0.231,0.581,134.427,428.0,106.0,black-metal
Baadaabaad,290,0,Rojin Sharafi,Zangaar,0.4,0.415,7,-13.288,0.16,0.839,0.362,0.111,0.0383,88.553,423.0,107.0,iranian
The Light,405,28,Cosmonov,Let's Start The Game,0.812,0.916,11,-6.657,0.0601,0.00217,0.583,0.198,0.97,128.004,836.0,209.0,techno
Little Criminals,183,25,Randy Newman,Little Criminals,0.61,0.772,10,-8.113,0.0311,0.302,0.00233,0.132,0.551,143.018,430.0,107.0,disney
Come Thou Long Expected Jesus,277,28,Laura Story,God With Us,0.234,0.673,1,-4.898,0.0372,0.157,0.0,0.129,0.419,159.785,522.0,173.0,forro
Penguin Offering Peanuts,116,20,Ilkae,Pistachio Island,0.797,0.772,3,-10.13,0.12,0.205,0.825,0.0988,0.49,148.896,288.0,72.0,idm
身騎白馬,313,51,LaLa Hsu,徐佳瑩LaLa首張創作專輯,0.533,0.479,2,-6.958,0.0376,0.686,0.0,0.0803,0.294,130.012,669.0,169.0,mandopop
95,209,0,Farzad Golpayegani,Six,0.388,0.673,11,-6.223,0.0291,0.446,0.0201,0.183,0.209,81.676,273.0,67.0,iranian
Beyond the Horizon,48,0,Atria,Reincarnation,0.226,0.912,6,-3.588,0.138,2.94e-06,0.829,0.221,0.0899,139.606,104.0,25.0,iranian
Let's Roll,243,0,Krafty Kuts,Let's Roll,0.765,0.87,0,-4.674,0.0906,0.00318,0.607,0.0854,0.653,134.025,537.0,135.0,breakbeat
On The Highway,118,11,Wasted Glitter,On The Highway,0.764,0.438,9,-10.689,0.0446,0.879,0.925,0.129,0.506,139.937,265.0,65.0,study
Todo mundo de Pie,239,30,Planetshakers,Nada Es Imposible,0.62,0.9,7,-4.158,0.0365,0.00332,0.0,0.0118,0.706,129.999,512.0,128.0,afrobeat
無畏的明天,215,28,Bii,無畏的明天,0.602,0.749,1,-4.326,0.038,0.018,1.87e-05,0.176,0.324,119.98,423.0,107.0,mandopop
インフルエンサー,270,36,Nogizaka46,インフルエンサー,0.349,0.853,3,-3.759,0.0481,0.557,0.0,0.313,0.675,131.966,535.0,134.0,j-idol
「70cm四方の窓辺」,226,48,ROTTENGRAFFTY,PLAY,0.399,0.905,3,-3.971,0.0947,0.00124,0.000515,0.169,0.389,149.052,534.0,133.0,j-idol
Transformação,312,35,Anderson Freire,Transformação,0.423,0.565,1,-8.976,0.0368,0.244,2.79e-06,0.15,0.174,139.946,703.0,177.0,brazil
Should be Fine,175,31,Weval,Changed for the Better,0.693,0.392,2,-17.882,0.0467,0.594,0.749,0.111,0.0531,100.02,288.0,72.0,techno
Clover(version2016),239,21,Flower,THIS IS Flower THIS IS BEST,0.586,0.739,2,-4.013,0.0304,0.139,0.0,0.284,0.313,91.986,359.0,89.0,j-idol
Dubassex (Wish You Were Here),295,12,Rabbit In The Moon,Decade,0.646,0.859,2,-6.096,0.0626,0.000467,0.000972,0.309,0.28,109.705,536.0,135.0,breakbeat
All I Know - M&F's Rolling Out Radio Mix,195,47,Matrix & Futurebound;Luke Bingham,All I Know EP (feat. Luke Bingham),0.505,0.926,1,-2.44,0.0491,0.272,0.00315,0.0443,0.805,173.996,561.0,140.0,industrial
Biltmore Hills,134,12,"Sarah, the Illstrumentalist",Carolina Sound,0.602,0.428,10,-9.876,0.0388,0.763,0.907,0.105,0.481,87.996,195.0,47.0,study
Doce Vampiro,268,54,Rita Lee;Roberto De Carvalho,Rita Lee,0.626,0.493,2,-14.668,0.0454,0.366,0.000137,0.0873,0.831,135.481,600.0,150.0,brazil
Agua Santa,247,23,Ocote Soul Sounds,Taurus,0.718,0.872,9,-5.572,0.0486,0.397,0.531,0.111,0.949,164.013,676.0,168.0,afrobeat
Grand Design,366,40,3FORCE,Resistance,0.511,0.82,9,-4.413,0.0369,0.00055,0.938,0.17,0.0493,140.062,845.0,212.0,techno
For Better or Worse,313,35,Sir Charles Jones,Love Machine,0.828,0.487,10,-7.946,0.0901,0.439,0.0,0.333,0.683,115.975,601.0,149.0,bluegrass
Die ganze Nacht - Pimp! Code Radio Edit,174,20,Rob & Chris;Pimp! Code,Die ganze Nacht (Pimp! Code Radio Edit),0.755,0.994,8,-3.277,0.121,0.000933,0.00075,0.337,0.744,139.931,396.0,99.0,happy
Action,109,1,Dj Promo,Hope,0.705,0.589,1,-9.178,0.0862,0.00422,0.879,0.192,0.0547,90.032,159.0,39.0,happy
Kanaa,257,45,Nucleya;2jaym;Sublahshini,Kanaa,0.588,0.687,7,-5.786,0.0514,0.00449,0.00288,0.104,0.23,94.896,392.0,99.0,indian
Son de la Loma,259,20,Manu Dibango;Cuarteto Patria,Cubafrica,0.485,0.741,8,-4.425,0.0294,0.317,0.000579,0.0683,0.936,103.72,436.0,109.0,afrobeat
The Future Is The Past,283,42,Colyn,Volume Two,0.747,0.817,10,-9.034,0.0528,0.000114,0.809,0.106,0.331,126.041,596.0,150.0,techno
Happy to See You,131,40,"Sarah, the Illstrumentalist",Happy To See You,0.686,0.628,0,-5.862,0.0361,0.164,0.209,0.111,0.8,89.409,196.0,49.0,study
Din,157,20,Therion,Sitra Ahra,0.282,0.969,8,-4.347,0.0709,0.00011,0.678,0.087,0.155,184.998,479.0,120.0,black-metal
Cells,336,7,Infinite Scale,Ad Infinitum,0.539,0.526,11,-14.481,0.0297,0.0736,0.94,0.0911,0.232,140.018,768.0,192.0,idm
Mirrors - AlexKea! Edit,192,23,Empyre One;AlexKea,Mirrors,0.566,0.997,4,-2.589,0.0529,0.00219,0.000185,0.335,0.649,144.006,457.0,114.0,happy
Lose You To Love Me,206,0,Selena Gomez,REGNIG DAG,0.516,0.342,4,-8.985,0.0425,0.55,0.0,0.21,0.0993,102.819,344.0,85.0,breakbeat
Fixin' to Ruin,172,30,Greensky Bluegrass,"Shouted, Written Down & Quoted",0.588,0.607,7,-7.377,0.0333,0.536,4e-05,0.302,0.88,124.143,349.0,86.0,bluegrass
Handz Up - Stanton Warriors Remix,339,0,Deekline;Wizard;Stanton Warriors,"Back up, Coming Through Remixed",0.72,0.836,7,-7.417,0.0497,7.5e-05,0.216,0.0831,0.188,131.891,734.0,182.0,breakbeat
Kaise Kahu - Flipped Version,320,39,Anirudh Sharma,Kaise Kahu (Flipped Version),0.542,0.559,10,-8.189,0.0331,0.24,0.00178,0.153,0.148,115.064,558.0,139.0,indian
Let's get it on,364,20,Art Of Fighters;Endymion,Let's get it on,0.468,0.912,10,-6.14,0.126,0.0411,6.48e-05,0.311,0.255,162.934,982.0,245.0,happy
Jack'n the House,327,7,"Farley ""Jackmaster"" Funk",Funkin' with the Drums Again,0.77,0.771,1,-14.316,0.0587,0.174,0.897,0.0686,0.821,115.875,628.0,157.0,chicago-house
Faggot,163,63,Mindless Self Indulgence,Frankenstein Girls Will Seem Strangely Sexy,0.63,0.76,1,-10.347,0.115,0.000916,0.000856,0.0766,0.561,152.042,409.0,103.0,industrial
God of the Impossible,283,39,Lincoln Brewster,God of the Impossible (Deluxe),0.546,0.708,10,-6.406,0.0335,0.0288,0.0,0.133,0.371,121.994,566.0,142.0,afrobeat
Reasons to Stay,349,21,Greensky Bluegrass,Stress Dreams,0.395,0.485,9,-13.665,0.0318,0.468,0.409,0.209,0.536,106.197,898.0,224.0,bluegrass
危険な夢,299,21,SHIKI THEATRE COMPANY,ディズニー 『アナと雪の女王』 ミュージカル <劇団四季> (オリジナル・サウンドトラック),0.344,0.269,9,-10.37,0.0376,0.73,0.0,0.0429,0.266,138.334,605.0,151.0,disney
Leef Voor `t Weekend,191,35,PartyfrieX;DJ Carlo,Partyfreak,0.649,0.964,0,-6.676,0.134,0.153,0.00154,0.374,0.825,150.16,468.0,118.0,happy
鐵幕誘惑,246,27,Aaron Kwok;Frankie,郭富城精選2006,0.773,0.869,1,-6.239,0.0689,0.0617,5.41e-05,0.102,0.426,110.23,445.0,111.0,mandopop
Kun oon vanha,111,29,Tero Koponen,Frozen 2 (Alkuperäinen Suomalainen Soundtrack/Deluxe Edition),0.64,0.353,8,-5.701,0.0631,0.824,0.0,0.084,0.574,116.906,208.0,68.0,disney
捨不得,236,30,Z.TAO,T.A.O,0.596,0.521,0,-7.908,0.0307,0.0622,0.0,0.0891,0.343,134.024,527.0,132.0,mandopop
Hitmix 2014 - Short Version,208,24,Michael Wendler,The Very Best Of,0.721,0.869,7,-2.75,0.0373,0.00291,1.66e-05,0.079,0.858,135.035,462.0,115.0,happy
和你一起,206,26,Claire Kuo,电视剧《离人心上》原声带,0.323,0.392,10,-8.396,0.0399,0.695,8.27e-06,0.266,0.234,58.319,199.0,49.0,mandopop
gorila,162,30,Morbo y Mambo,Morbo y Mambo,0.742,0.617,5,-10.134,0.044,0.397,0.888,0.14,0.847,101.999,276.0,68.0,afrobeat
Night Vision,264,14,Manes,Slow Motion Death Sequence,0.403,0.623,4,-7.939,0.0337,0.00346,0.0627,0.118,0.0819,106.017,463.0,115.0,black-metal
Voodoo People,387,57,The Prodigy,Music for the Jilted Generation,0.664,0.998,6,-5.86,0.0642,0.00128,0.466,0.287,0.37,149.002,952.0,239.0,breakbeat
ラッキーセブン,221,24,AKB48,ラッキーセブン,0.542,0.935,9,-6.574,0.0457,0.206,1.4e-06,0.295,0.537,131.008,471.0,117.0,j-idol
Secret Society,84,14,Beat Oven,In Beats We Trust,0.629,0.179,10,-13.725,0.0626,0.075,0.879,0.383,0.379,88.048,124.0,30.0,study
Heart-Break,110,0,Celldweller,FiXT Presents: Sinister Sounds,0.518,0.61,2,-6.141,0.0734,0.00158,0.8,0.111,0.0654,185.839,333.0,110.0,industrial
放過自己 - Acoustic Version,173,22,G5SH;Marz23,放過自己 (Acoustic Version),0.351,0.456,4,-7.143,0.0352,0.784,0.0,0.358,0.336,139.103,392.0,97.0,mandopop
有什麼不敢面對,229,21,Della,愛到不要命,0.552,0.307,5,-11.794,0.0332,0.845,0.0,0.128,0.303,127.919,470.0,117.0,mandopop
Pullen Park,143,30,"Sarah, the Illstrumentalist",Hurricane Season,0.711,0.528,2,-11.217,0.0504,0.00378,0.863,0.131,0.0863,107.976,255.0,62.0,study
Sourwood Mountain,202,25,Carolina Chocolate Drops,We Are the Music Makers!,0.553,0.605,7,-8.354,0.0326,0.934,0.000159,0.273,0.773,132.717,450.0,111.0,bluegrass
Bibbidi-Bobbidi-Boo,119,32,Kayoko Ishu;Tokyo Philharmonic Chorus,My First Disney Original Soundtrack Best Japanese Version,0.357,0.278,8,-11.197,0.0693,0.95,1.08e-05,0.107,0.208,88.085,174.0,43.0,disney
Umbrella,189,12,Shade k;Lady Shade,Lose Control E.P.,0.77,0.887,10,-5.768,0.0579,5.09e-05,0.204,0.0824,0.491,132.03,384.0,95.0,breakbeat
Groupie Love,231,35,Alvaro Diaz,Hato Rey,0.76,0.661,10,-8.958,0.102,0.251,0.0,0.102,0.718,117.114,448.0,112.0,spanish
Wonders,257,63,Neelix;Ghost Rider;The Gardener & The Tree,Wonders,0.492,0.616,0,-8.202,0.0488,0.167,0.0165,0.114,0.316,139.918,587.0,146.0,techno
passin through,178,11,Organ Tapes,唱着那无人问津的歌谣 / Chang Zhe Na Wu Ren Wen Jin De Ge Yao,0.556,0.277,1,-16.92,0.0273,0.904,0.177,0.0974,0.205,91.292,267.0,67.0,techno
Let the Bass Go - Original Mix,322,8,Colombo,Abandoned Factory,0.728,0.888,1,-4.012,0.0408,0.000469,0.86,0.166,0.469,119.987,641.0,160.0,breakbeat
The Promise Of Fever,356,19,Cradle Of Filth,Damnation And A Day,0.492,0.992,11,-4.925,0.113,0.000671,0.00029,0.374,0.0526,104.977,615.0,153.0,black-metal
Lawine Song (mmv DJ Jerome),207,30,Lawineboys,10 Jaar Lawinegevaar,0.628,0.996,1,-2.53,0.106,0.0939,0.0123,0.0906,0.362,145.021,483.0,119.0,happy
無人之境,221,19,Eason Chan,我最喜愛的Eric Kwok作品展,0.535,0.564,2,-7.224,0.0394,0.361,0.0,0.119,0.278,123.892,439.0,109.0,mandopop
Ish Chat,153,16,SpectraSoul,Delay No More,0.788,0.466,11,-7.811,0.131,0.0229,0.00115,0.161,0.295,85.036,207.0,51.0,idm
Subirusdoistiozin - Instrumental,210,7,Criolo,Nó na Orelha (Instrumental),0.787,0.385,1,-7.672,0.0566,0.0194,0.879,0.208,0.448,86.456,296.0,73.0,afrobeat
Legend of Phaxalot,210,11,Ceephax Acid Crew,World Dissolver,0.617,0.835,2,-10.861,0.0371,7.98e-06,0.742,0.103,0.523,125.001,433.0,107.0,idm
Just A Closer Walk,211,17,Steve Ivey,30 Bluegrass Gospel Favorites,0.584,0.644,9,-7.79,0.0325,0.409,0.363,0.208,0.517,117.26,403.0,102.0,bluegrass
Si Estuvieras Aquí,251,26,Los Amigos Invisibles,Arepa 3000,0.693,0.569,9,-9.466,0.0303,0.62,0.857,0.157,0.626,130.011,541.0,135.0,afrobeat
Interdimensional Summit,279,51,Dimmu Borgir,Eonian,0.454,0.969,1,-4.897,0.0748,2.18e-05,0.171,0.0709,0.386,140.172,643.0,213.0,black-metal
Defiant,225,25,VNV Nation,"Of Faith, Power and Glory",0.535,0.911,4,-6.568,0.0364,9.48e-05,0.0151,0.428,0.794,142.025,528.0,132.0,industrial
キミを忘れないよ,276,34,Sakurako Ohara,キミを忘れないよ,0.444,0.674,6,-3.629,0.0302,0.0816,0.0,0.0826,0.338,145.869,652.0,164.0,j-idol
慢冷,305,5,Ricky Hsiao,秋日思念絮語,0.289,0.328,0,-7.991,0.0342,0.883,0.0,0.121,0.258,86.384,410.0,101.0,mandopop
Guitara,155,2,Timothy Infinite,Dia de Playa,0.846,0.681,10,-4.462,0.0547,0.45,0.912,0.0953,0.557,95.984,244.0,60.0,study
One Drop in the Bottle,295,24,Town Mountain,New Freedom Blues,0.539,0.61,4,-7.622,0.032,0.563,0.00185,0.0902,0.74,145.661,705.0,177.0,bluegrass
Lonesome Road Blues,121,27,Flatt & Scruggs,Foggy Mountain Banjo,0.341,0.82,7,-7.034,0.0306,0.144,0.943,0.0982,0.967,149.756,288.0,71.0,bluegrass
メロディ,295,21,Sayaka Yamamoto,Rainbow,0.573,0.943,2,-3.236,0.0333,0.00146,1.38e-06,0.117,0.766,132.985,650.0,162.0,j-idol
"Dance Ka Bhoot (From ""Brahmastra"")",245,59,Pritam;Arijit Singh;Amitabh Bhattacharya,"Dance Ka Bhoot (From ""Brahmastra"")",0.632,0.929,6,-5.297,0.128,0.0503,0.0,0.271,0.584,136.008,548.0,137.0,indian
Hard Way,256,0,Funker Vogt,Hard Way,0.643,0.978,1,-6.997,0.113,0.00221,0.000804,0.0818,0.23,136.044,577.0,143.0,industrial
Last Day - David August Revision,404,52,Kollektiv Turmstrasse;DAVID AUGUST,Diynamic Revisited (By David August),0.674,0.496,10,-14.709,0.0357,0.281,0.929,0.11,0.398,112.011,751.0,190.0,techno
Saturation,112,25,Luc Delvaux,Saturation,0.559,0.406,2,-6.876,0.0333,0.175,0.851,0.11,0.887,159.985,296.0,73.0,study
Redentor - Ao Vivo,349,49,Lukas Agustinho,Redentor (Ao Vivo),0.312,0.632,7,-6.027,0.0507,0.0377,0.0,0.116,0.342,134.106,603.0,151.0,brazil
Falling Down,267,26,40 Below Summer,Invitation To The Dance (PA Version),0.341,0.893,11,-4.896,0.102,0.00136,1.72e-05,0.0671,0.463,103.782,490.0,123.0,industrial
Put A Record On,188,2,Matt Sassari,Put A Record On,0.823,0.925,2,-5.842,0.0479,0.00448,0.14,0.113,0.75,125.016,388.0,97.0,techno
D.A.M.,225,53,Fetty Wap,Fetty Wap (Deluxe),0.697,0.676,7,-3.51,0.0395,0.00752,0.0,0.0898,0.372,136.01,509.0,127.0,j-dance
Instrumental Need,399,0,Ralphi Rosario,The Godfathers of House #1,0.737,0.802,9,-9.526,0.0599,0.000591,0.868,0.0288,0.665,123.619,815.0,203.0,chicago-house
Einer ist immer die Pussi,202,20,Andi Latte,Einer ist immer die Pussi,0.709,0.938,0,-4.592,0.0707,0.0118,0.0,0.337,0.883,141.912,466.0,116.0,happy
Rubai 30 To 33,229,0,Kiawasch Sahebnassagh;Amirhosein Allah Yari,Forty Poems To Kharaghan,0.497,0.238,7,-17.512,0.0391,0.645,0.0117,0.141,0.244,128.712,489.0,162.0,iranian
Birch,112,23,Mama Gecko,Birch,0.601,0.406,2,-9.498,0.113,0.565,0.958,0.32,0.039,85.974,159.0,39.0,study
Passos Escuros,225,46,Hevo 84,Hevo 84,0.486,0.928,0,-4.056,0.0513,0.0532,0.0,0.168,0.443,82.468,305.0,76.0,brazil
Telequinesis - Original Mix,444,9,Colombo,Antiques of The Future,0.614,0.785,10,-8.012,0.0398,0.0132,0.925,0.115,0.263,133.999,982.0,245.0,breakbeat
Rama,210,37,Tianastacia,Tianastacia (Live),0.476,0.861,8,-5.145,0.0312,0.00673,2.02e-06,0.445,0.478,150.13,527.0,132.0,brazil
Arterial,254,40,Lusine,Arterial,0.841,0.588,11,-11.024,0.0744,0.251,0.76,0.11,0.304,90.025,377.0,94.0,idm
サードマン,264,21,Sayaka Yamamoto,identity,0.528,0.638,2,-3.377,0.0276,0.118,1.16e-05,0.114,0.224,93.036,402.0,101.0,j-idol
Static Faction - Gregamix,233,30,DJ Greg C;Boon-T,Retro 13 (Special Dj Greg C),0.72,0.906,2,-5.187,0.0675,0.000495,0.809,0.0573,0.624,148.003,560.0,141.0,j-dance
想いきり,197,57,indigo la End,Crying End Roll,0.466,0.897,9,-2.989,0.0403,0.000206,0.253,0.351,0.802,159.988,506.0,126.0,j-idol
Arranhão,143,2,Kevi Jonny,Repertório Atualizado: Agosto 2021,0.692,0.661,4,-3.124,0.11,0.357,0.0,0.296,0.673,138.108,325.0,80.0,forro
Bis zum letzten Atemzug,203,24,Norman Langen,Bis zum letzten Atemzug,0.788,0.579,11,-8.778,0.0633,0.123,0.0413,0.156,0.74,130.0,432.0,109.0,happy
Can't Stop Me Now,180,59,Oh The Larceny,Oh the Larceny,0.642,0.753,7,-5.064,0.0716,0.0269,2.76e-05,0.048,0.536,89.002,264.0,66.0,bluegrass
Saware,321,69,Pritam;Arijit Singh,Phantom,0.499,0.683,6,-6.373,0.0334,0.703,0.00161,0.0749,0.295,134.95,719.0,179.0,indian
Little Sadie,155,48,Crooked Still,Shaken By A Low Sound,0.618,0.493,11,-10.31,0.0355,0.621,0.571,0.13,0.831,112.764,280.0,69.0,bluegrass
Clear Rain,144,0,Rain for Sleep,Binaural Rainfall,0.151,1.0,10,-13.875,0.0584,0.114,0.999,0.479,1e-05,135.861,281.0,93.0,sleep
Cabelo Molhado,129,37,Henry Freitas,O Forró Voltou,0.672,0.898,10,-1.645,0.066,0.314,0.0,0.112,0.972,151.857,322.0,80.0,forro
僕たちは付き合っている,278,20,Keyakizaka46,走り出す瞬間 (Complete Edition),0.585,0.815,5,-2.629,0.0324,0.149,0.0,0.0852,0.768,117.995,539.0,134.0,j-idol
Bonita,188,0,Jeeiph,Esto No Se Le Dedica A Cualquiera,0.88,0.653,0,-5.32,0.136,0.237,4.47e-06,0.145,0.672,90.048,276.0,70.0,spanish
Marihuana Cura,205,29,Chulito Camacho,Las Heridas del Corazón,0.735,0.573,10,-9.518,0.0846,0.799,0.00466,0.0473,0.887,170.059,572.0,143.0,spanish
Si Tu Te Vas,192,61,Khaled,Si Tu Te Vas,0.88,0.489,5,-10.386,0.134,0.465,0.0,0.0781,0.589,99.014,305.0,76.0,spanish
Rpeg,360,0,Autechre,EP7,0.75,0.81,10,-9.04,0.0685,0.127,0.836,0.174,0.741,120.017,719.0,180.0,idm
片想いよりも思い出を…,298,17,NMB48,難波愛~今、思うこと~ (劇場盤),0.326,0.948,6,-3.058,0.0732,0.0725,0.0,0.306,0.501,168.02,816.0,203.0,j-idol
Private Pressing,142,9,Dusty Decks,Gatefold,0.669,0.515,11,-6.805,0.0982,0.393,0.905,0.435,0.42,88.996,212.0,53.0,study
Disque Magique,155,29,Dusty Decks,Disque Magique,0.391,0.473,4,-8.124,0.0875,0.738,0.848,0.161,0.408,81.005,279.0,69.0,study
Physio,215,14,Shimon;Darrison,Physio,0.489,0.977,1,-0.938,0.0827,0.0386,0.027,0.291,0.155,116.011,463.0,115.0,idm
A Daisy Chain 4 Satan,352,23,My Life With The Thrill Kill Kult,My Life With the Thrill Kill Kult,0.567,0.695,6,-6.893,0.0329,5.95e-06,0.641,0.273,0.831,125.799,738.0,185.0,industrial
Digital Mania,93,2,DGHTR,HoriZon Butterfly,0.798,0.0677,4,-10.967,0.0967,0.9,0.962,0.106,0.324,170.021,264.0,65.0,study
Mi Ego - Versión Pop,185,23,Natalia Jiménez;Joss Favela,Mi Ego (Versión Pop),0.522,0.629,7,-4.533,0.0295,0.0772,0.0,0.217,0.469,135.762,411.0,102.0,spanish
Hypnotized - Joyhauser Remix,401,0,Amelie Lens;Joyhauser,Hypnotized,0.635,0.859,7,-6.897,0.0447,0.00344,0.869,0.537,0.208,131.001,875.0,219.0,techno
You Are…,256,0,Two Lone Swordsmen,Tiny Reminders,0.703,0.648,2,-13.394,0.074,0.257,0.842,0.0914,0.446,160.058,680.0,170.0,idm
