name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
チャンスの順番,256399,0,30,AKB48,チャンスの順番<Type-A>,0.455,0.945,6,-5.974,1.0,0.0621,0.0059,0.0,0.0884,0.768,157.915,4.0,j-idol
The Troublemakerz,458880,0,47,Boris Brejcha,Space Diver,0.799,0.612,2,-8.926,1.0,0.0614,5.8e-05,0.878,0.107,0.266,125.0,4.0,techno
La Vuelta Al Mundo,234133,0,73,Calle 13,Entren Los Que Quieran,0.748,0.538,0,-9.943,1.0,0.222,0.159,1.62e-06,0.167,0.779,124.974,4.0,afrobeat
Retorciendo palabras,237640,0,28,Fangoria,El paso trascendental del vodevil a la astracanada. Antologia de canciones de ayer y de hoy (Super Deluxe edition),0.747,0.865,10,-7.438,0.0,0.0481,0.032,0.0,0.109,0.792,124.963,4.0,spanish
Meine,475186,0,47,Daso,Meine Idee,0.685,0.598,11,-8.56,0.0,0.0325,0.021,0.742,0.103,0.868,126.004,4.0,techno
56,417186,0,11,Ali Farka Touré;Toumani Diabaté,Ali & Toumani,0.448,0.411,11,-10.141,1.0,0.0292,0.807,0.807,0.121,0.471,89.475,4.0,afrobeat
Ransom Note,289333,1,11,Confess,Ransom Note,0.415,0.929,1,-5.533,1.0,0.0951,3.54e-06,0.909,0.218,0.311,120.024,4.0,iranian
当たり障りのない話,270013,0,26,Nogizaka46,インフルエンサー(Special Edition),0.541,0.881,9,-3.32,1.0,0.0745,0.397,0.0,0.167,0.658,75.073,4.0,j-idol
Wind It Up - The Rewound Edit,211000,0,19,The Prodigy,Wind It Up (Rewound),0.578,0.735,1,-11.431,1.0,0.0378,0.000797,0.782,0.234,0.552,145.096,4.0,breakbeat
恋愛レボリューション21,283466,0,18,Hysteric Panic,サバイバル・ゲーム,0.477,0.918,0,-2.189,1.0,0.0809,0.00679,2.75e-06,0.29,0.666,136.01,4.0,j-idol
Son of Suffering - Live,455362,0,31,Matt Redman,Son of Suffering (Live),0.49,0.565,0,-10.45,1.0,0.0327,0.0743,6.88e-06,0.119,0.271,142.047,4.0,afrobeat
Code Black,247565,0,5,Ben Lukas Boysen;Paul Emmerich,The Lazarus Project (Original Score),0.518,0.26,0,-18.662,0.0,0.0441,0.129,0.808,0.108,0.116,119.963,4.0,idm
I Am Violator,197680,0,21,Midnight,Complete and Total Hell,0.188,0.972,11,-3.561,0.0,0.176,1.2e-05,0.00262,0.108,0.166,125.074,1.0,black-metal
明天我要嫁給你,209308,0,25,Wakin Chau,滾石香港黃金十年-周華健精選,0.618,0.257,2,-10.41,0.0,0.0396,0.802,0.0,0.0836,0.371,127.076,4.0,mandopop
Leef Voor `t Weekend,191066,0,35,PartyfrieX;DJ Carlo,Partyfreak,0.649,0.964,0,-6.676,1.0,0.134,0.153,0.00154,0.374,0.825,150.16,4.0,happy
Monster Truck,258160,0,28,Plastilina Mosh,Aquamosh,0.583,0.932,4,-7.734,0.0,0.0762,0.00208,0.0119,0.0674,0.492,96.899,4.0,afrobeat
Oranian,238811,0,0,Metá Metá,Metá Metá,0.561,0.561,7,-6.909,0.0,0.044,0.77,9.3e-05,0.188,0.701,106.187,4.0,afrobeat
Linguinha - Ao Vivo,190396,0,39,Os Barões Da Pisadinha,Da Roça Pra Cidade (Ao Vivo),0.575,0.949,10,-2.542,1.0,0.0521,0.412,0.0,0.245,0.901,172.027,4.0,forro
Nada Fue Un Error - En Vivo En El Gran Rex / 2015,264280,0,27,Coti,Tanta Magia (En Vivo En El Gran Rex / 2015),0.435,0.901,9,-4.137,1.0,0.056,0.00136,0.000607,0.804,0.321,147.982,4.0,spanish
Esqueceu de Me Esquecer,174733,0,34,Rainhas da Farra,Esqueceu de Me Esquecer,0.743,0.79,7,-5.052,0.0,0.0293,0.484,0.0,0.211,0.376,123.983,4.0,forro
The Mephistopheles Of Los Angeles,297168,0,46,Marilyn Manson,The Pale Emperor,0.625,0.908,2,-4.08,1.0,0.0896,0.000201,0.000305,0.0987,0.199,124.997,4.0,industrial
Det Som Var Haukareid,340584,0,20,Windir,Soknardalr,0.13,0.923,11,-8.314,0.0,0.0823,0.000994,0.588,0.319,0.146,145.645,4.0,black-metal
Run Amok (Against Time Rebels),282240,0,6,Stendeck,Scintilla,0.557,0.951,4,-9.666,0.0,0.0485,0.000171,0.878,0.137,0.201,128.011,4.0,idm
Hawaiian Organ Donor,84923,0,27,Beat Oven,Superpad,0.71,0.0816,2,-13.742,0.0,0.0605,0.748,0.935,0.104,0.47,65.035,4.0,study
Joghde Shab,48143,0,0,Najand,Spectre of Revolution,0.366,0.641,6,-5.148,1.0,0.045,0.884,0.000308,0.282,0.26,66.431,3.0,iranian
Change the World - 2015 Remaster,234813,0,2,Eric Clapton,Forever Man,0.719,0.556,9,-8.77,1.0,0.0248,0.477,0.00511,0.0935,0.511,96.9,4.0,bluegrass
"光耀 (電視劇《親愛的, 熱愛的》插曲)",190208,0,36,Lara Liang,"親愛的, 熱愛的 (電視劇原聲帶)",0.737,0.771,7,-4.551,0.0,0.0339,0.0377,0.0,0.075,0.437,110.058,4.0,mandopop
Canary,269066,0,25,Seiko Matsuda,BIBLE,0.656,0.3,2,-17.433,1.0,0.0314,0.615,9.71e-06,0.287,0.29,129.648,4.0,j-idol
Busola Do Nikąd,293395,1,19,Truchło Strzygi,Pora Umierać,0.382,0.837,6,-7.76,1.0,0.0579,9.16e-05,0.0,0.113,0.0578,128.987,4.0,black-metal
Wiener Melarge,278500,0,11,Matt Large,Coffeehouse by Large,0.661,0.657,7,-7.526,0.0,0.0979,0.538,0.204,0.601,0.341,78.012,4.0,study
Ode,387306,0,14,Bathory,Destroyer of Worlds,0.492,0.898,0,-5.662,0.0,0.0513,0.000831,0.668,0.116,0.22,114.948,4.0,black-metal
END CREDITS!,115044,1,46,JPEGMAFIA,LP!,0.498,0.942,8,-2.535,1.0,0.056,0.0108,0.0,0.269,0.224,111.916,4.0,industrial
想いきり,197040,0,57,indigo la End,Crying End Roll,0.466,0.897,9,-2.989,1.0,0.0403,0.000206,0.253,0.351,0.802,159.988,4.0,j-idol
Sempre Seu Homem,134373,0,47,Bonde do Forró,"Arrebenta Coração, Vol. 2 (Ao Vivo)",0.686,0.802,4,-2.839,1.0,0.0543,0.527,7.26e-06,0.252,0.63,93.007,4.0,forro
旅行的意義,256706,0,57,Cheer Chen,華麗的冒險,0.525,0.516,2,-7.931,1.0,0.0299,0.38,0.0,0.365,0.25,137.972,4.0,mandopop
Ele Não Mudou,269183,0,47,Kellen Byanca;Kiara Vitória,Ele Não Mudou,0.559,0.632,8,-4.869,1.0,0.0309,0.105,0.0,0.15,0.31,133.816,4.0,brazil
Texas,184939,0,30,Wood & Wire,North of Despair,0.478,0.333,2,-10.543,1.0,0.0288,0.786,2.46e-05,0.103,0.317,151.675,4.0,bluegrass
Obsession - Recorded at Sound Stage Nashville,356285,0,35,Hillsong Worship,Spotify Singles,0.52,0.344,2,-10.132,1.0,0.0243,0.0173,0.00467,0.0856,0.0825,77.968,4.0,afrobeat
The Goods,254693,1,20,Vybz Kartel;Keshan,The Goods,0.728,0.728,9,-6.208,1.0,0.216,0.175,0.0,0.0429,0.865,98.067,4.0,j-dance
Audio Assault,317840,0,8,General Midi,Operation Overdrive,0.649,0.975,9,-5.361,1.0,0.0917,0.0124,0.112,0.056,0.394,128.019,4.0,breakbeat
テレフォン,214998,0,20,BiS,LOOKiE,0.417,0.972,2,-2.645,1.0,0.0615,2.53e-06,0.54,0.413,0.545,87.923,4.0,j-idol
Acid Lick,276818,0,45,T78;ROBPM,"Tektones, Vol. 3",0.649,0.907,10,-7.016,1.0,0.0683,0.00194,0.834,0.112,0.236,131.989,4.0,techno
Inlay,138221,0,46,Dusty Decks,Neon Tapestries,0.737,0.184,6,-10.659,1.0,0.08,0.844,0.941,0.111,0.291,142.142,4.0,study
Faraway,171702,0,17,A Mose,Faraway,0.701,0.739,3,-5.209,0.0,0.0585,0.0855,0.00369,0.0887,0.247,100.981,4.0,afrobeat
Redentor - Ao Vivo,349267,0,49,Lukas Agustinho,Redentor (Ao Vivo),0.312,0.632,7,-6.027,1.0,0.0507,0.0377,0.0,0.116,0.342,134.106,4.0,brazil
Every Word - Original,294160,0,16,Hybrid,Disappear Here,0.521,0.59,10,-13.973,0.0,0.0346,0.403,0.823,0.183,0.175,100.007,4.0,breakbeat
怪美的,182343,0,51,Jolin Tsai,Ugly Beauty,0.767,0.625,11,-7.43,0.0,0.18,0.0264,2.03e-06,0.122,0.58,97.985,4.0,mandopop
4G,162624,0,47,Max e Luan,4G,0.796,0.888,7,-2.813,1.0,0.0346,0.0335,0.0,0.329,0.828,126.017,4.0,forro
silky heart,238920,0,44,Yui Horie,HONEY JET!!,0.672,0.974,11,-2.108,1.0,0.0381,0.00786,0.0189,0.232,0.937,134.997,4.0,j-idol
Suavemente - Radio Edit,215213,0,17,Scooter,Suavemente,0.519,0.988,11,-5.092,0.0,0.0513,0.000161,0.00424,0.343,0.344,139.994,4.0,happy
Raincoat,124235,0,31,Ensidya,Raincoat,0.713,0.384,2,-14.653,1.0,0.0536,0.781,0.863,0.376,0.504,84.98,4.0,study
197666,139226,1,29,Murderdolls,Beyond The Valley Of The Murderdolls,0.182,0.997,11,-3.006,0.0,0.147,1.08e-05,0.501,0.189,0.475,183.461,4.0,industrial
Eu Não Te Amo,291243,0,43,Don L;Diomedes Chinaski,Roteiro Pra Aïnouz (Vol. 3),0.461,0.6,0,-7.234,1.0,0.097,0.44,4.12e-06,0.219,0.405,100.028,4.0,brazil
"Nature Sounds: Constant Sound Masking Radio Ambience Waves, Gurgles (Quartz Creek)",117946,0,44,Natural White Noise Relaxation,Baby Sleep White Noise: Ultimate Album to Help Babies Sleep Through the Night,0.189,0.993,4,-21.551,1.0,0.0522,0.119,0.948,0.802,0.00361,59.47,4.0,sleep
Relay Goodbye,400440,0,0,Casino Versus Japan,Hitori + Kaiso (1998 - 2001),0.595,0.603,6,-10.978,1.0,0.0757,0.42,0.943,0.364,0.482,150.055,4.0,idm
The Blues,184533,0,20,Randy Newman,Trouble in Paradise,0.711,0.466,0,-13.933,1.0,0.0323,0.298,1.77e-06,0.0975,0.952,128.162,4.0,disney
Decia Que Era Mia,215172,1,23,Sayian Jimmy;yammir;Nysix Music,Decia Que Era Mia,0.705,0.774,7,-2.501,0.0,0.165,0.138,8e-05,0.0993,0.696,174.071,4.0,spanish
Creep (Glee Cast Version),237266,0,54,Glee Cast,"Glee: The Music, The Complete Season Four",0.329,0.54,5,-6.814,1.0,0.033,0.017,1.63e-05,0.176,0.137,184.572,4.0,techno
Nightglow - 崩坏3印象曲,183468,0,50,Tanya Chua,崩坏3-Onwards (Original Soundtrack),0.417,0.537,2,-6.162,0.0,0.033,0.359,4.47e-06,0.0729,0.167,148.003,4.0,mandopop
Cancion Fronteriza,201173,0,28,Carlos Sadness,Ciencias Celestes,0.55,0.563,4,-10.004,1.0,0.0345,0.353,0.187,0.111,0.305,101.034,4.0,spanish
Hallelujah On My Knees - Live,380344,0,12,Bryan & Katie Torwalt;Brock Human,I've Got Good News (Live) [Deluxe],0.495,0.281,2,-12.07,1.0,0.0316,0.392,0.0,0.662,0.206,127.731,4.0,brazil
Every Little Thing (feat. Andy Mineo),202878,0,38,Hillsong Young & Free;Andy Mineo,III (Reimagined),0.526,0.707,5,-5.696,1.0,0.0388,0.053,0.0,0.13,0.39,154.83,4.0,forro
Diga pra Mim - Ao Vivo,287240,0,0,Zezo,"Especial: Xote / Forró, Vol. 4 (Ao Vivo)",0.658,0.648,6,-7.189,1.0,0.105,0.102,0.000268,0.236,0.705,177.917,4.0,forro
Es ist ein Ros´ entsprungen,148360,0,0,Traditional;Wiener Sängerknaben;Gerald Wirth,Classical Christmas,0.197,0.118,7,-19.047,1.0,0.0377,0.992,0.00107,0.0691,0.214,85.289,4.0,sleep
Your Love Amazes Me,233906,0,47,John Berry,John Berry,0.589,0.382,10,-12.332,1.0,0.0249,0.402,1.23e-06,0.116,0.218,75.497,4.0,bluegrass
The Ride (Bonus) - Mixed,260946,0,6,Ron Trent,What Do the Stars Say to You (François Kevorkian Continuous Mix),0.673,0.765,2,-8.83,0.0,0.0414,0.509,0.79,0.631,0.44,100.009,4.0,chicago-house
Scarborough Fair,130064,0,34,Bedtime Baby,Baby Music: Help Your Baby Sleep Through The Night,0.353,0.199,2,-14.643,0.0,0.0497,0.968,0.856,0.113,0.194,71.631,4.0,sleep
Meet La Familia,128345,0,27,Germaine Franco,Encanto (Trilha Sonora Original em Português),0.814,0.32,0,-14.865,1.0,0.0974,0.454,0.841,0.0795,0.254,96.469,4.0,disney
Waves: Soothing Sleep,56406,0,31,Ocean Sounds,Ocean Waves Sounds,0.25,0.49,7,-23.895,1.0,0.0491,0.69,0.93,0.471,0.00246,59.456,5.0,sleep
Gracefully Facedown,251346,0,39,The Devil Makes Three,Do Wrong Right,0.651,0.515,2,-9.237,1.0,0.0366,0.475,2.11e-06,0.122,0.895,157.174,4.0,bluegrass
Asi yo ladro,147041,0,25,El Perro Chocolo,¿Donde Está Chocolo?,0.831,0.671,0,-6.479,1.0,0.0601,0.414,0.0,0.158,0.968,119.898,4.0,spanish
Nontsokolo,356333,0,1,Hugh Masekela,Africa Rising Vol.4,0.801,0.736,5,-8.897,1.0,0.0395,0.343,0.000183,0.0429,0.942,105.009,4.0,afrobeat
I'm Happy,251250,0,28,李凱馨,I'm Happy,0.538,0.437,4,-7.586,1.0,0.0287,0.607,0.0,0.101,0.163,119.927,4.0,mandopop
探せ ダイヤモンドリリー,295813,0,31,=LOVE,探せ ダイヤモンドリリー,0.421,0.924,8,-2.459,1.0,0.0529,0.0444,7.75e-05,0.098,0.61,165.039,4.0,j-idol
De Contrabando,185186,0,34,Natalia Jiménez,Homenaje a la Gran Señora,0.593,0.796,2,-3.998,1.0,0.0264,0.0604,0.000347,0.201,0.667,96.102,4.0,spanish
Se Quer Saber - Ao Vivo,169687,0,38,Márcia Fellipe,Retrô (Ao Vivo),0.599,0.929,8,-3.532,0.0,0.0756,0.528,0.0,0.329,0.695,180.103,4.0,forro
Ranjha - Lofi Flip,201600,0,63,VIBIE;Jasleen Royal;B Praak,Ranjha (Lofi Flip),0.581,0.432,1,-10.701,1.0,0.168,0.799,0.000178,0.0844,0.309,150.185,4.0,indian
Tum Se Hi,321225,0,79,Pritam;Mohit Chauhan,Jab We Met,0.609,0.538,6,-7.842,1.0,0.0273,0.328,0.0,0.125,0.608,130.015,4.0,indian
Domino,435266,0,54,Oxia,Domino Remixes,0.785,0.69,3,-10.225,0.0,0.0698,0.00291,0.907,0.203,0.215,128.879,4.0,techno
Seed of a Thought,119750,0,32,Ensidya;Fractite,Seed of a Thought,0.632,0.401,10,-11.07,1.0,0.0381,0.651,0.914,0.101,0.158,80.019,4.0,study
Pas la peine,214272,0,21,Vaudou Game,Otodi,0.82,0.788,0,-5.81,1.0,0.0392,0.0599,1.52e-05,0.222,0.8,122.712,4.0,afrobeat
Work.Groove - Chezz Cosmic Groove Remix,367381,0,18,Mark Farina;Homero Espinosa;Chezz,Work.Groove,0.788,0.654,8,-8.837,1.0,0.0711,0.0306,0.864,0.0957,0.388,117.027,4.0,chicago-house
Point of view,215025,0,13,Kyary Pamyu Pamyu,インベーダーインベーダー,0.536,0.863,8,-3.293,1.0,0.0288,0.0428,4.97e-06,0.33,0.869,155.04,4.0,j-idol
Julestev,55626,0,0,Traditional;Ingeborg Dalheim,"Veni: Songs of Christmas, Vol. 2",0.345,0.0148,7,-24.442,0.0,0.045,0.986,0.0,0.0818,0.339,96.83,3.0,sleep
One Good Reason,232986,0,52,Celldweller,Celldweller (Deluxe Edition),0.433,0.941,1,-5.715,1.0,0.123,0.000148,0.000354,0.282,0.42,100.24,4.0,industrial
Two Bass,392727,0,17,Aphrodite,Two Bass / Acid To The Sound,0.494,0.951,6,-1.889,0.0,0.0381,0.00372,0.165,0.572,0.323,176.07,4.0,breakbeat
Low Grav Freefall (High Altitude Mix),272000,0,15,Ochre,A Midsummer Nice Dream,0.512,0.821,6,-12.631,1.0,0.0722,0.367,0.716,0.126,0.15,159.875,4.0,idm
There's a New Day Coming,143120,0,23,Menahan Street Band;Saundra Williams,There's a New Day Coming / Tommy Don't,0.382,0.507,2,-8.179,1.0,0.0323,0.787,0.0124,0.235,0.494,135.787,4.0,afrobeat
Satisfy - Tiger Stripes and Pleasurekraft Mix,369000,0,13,Cajmere;Dajae,Satisfy (Tiger Stripes and Pleasurekraft Mix),0.892,0.879,9,-6.094,0.0,0.152,0.00366,0.513,0.0452,0.376,126.0,4.0,chicago-house
comigo,293018,0,49,Leonardo Gonçalves;Kemuel,comigo,0.522,0.441,5,-10.005,1.0,0.0253,0.821,0.00191,0.106,0.315,81.051,4.0,brazil
Bile 'Em Cabbage Down,136000,0,23,George Bruns,Country Bear Jamboree,0.599,0.749,9,-8.597,1.0,0.035,0.769,0.111,0.029,0.985,123.785,4.0,disney
Mensageiro Beija-Flor,220235,0,44,"Santanna ""O Cantador""",Xote Pé de Serra,0.732,0.816,7,-2.381,1.0,0.0651,0.611,0.0,0.0763,0.924,160.166,4.0,forro
ピーチ・シャーベット,241693,0,28,Seiko Matsuda,ユートピア,0.666,0.607,0,-6.623,0.0,0.0264,0.467,0.000116,0.249,0.624,138.15,4.0,j-idol
Mel - Ao Vivo,243043,0,41,Desejo De Menina,"Ao Vivo em Petrolina, Vol. 1",0.552,0.833,10,-2.796,1.0,0.0308,0.496,0.0,0.496,0.609,99.633,4.0,forro
Uncommon Ritual - Instrumental,362693,0,21,Mike Marshall;Edgar Meyer;Béla Fleck,Uncommon Ritual,0.456,0.162,11,-17.799,1.0,0.0558,0.975,0.529,0.0907,0.215,162.366,3.0,bluegrass
Mar do Meu Mundo,247379,0,52,Maneva,Tempo de Paz,0.757,0.716,2,-6.86,0.0,0.0481,0.41,0.00293,0.328,0.658,90.044,4.0,brazil
Necesito Tu Veneno,167052,0,27,Cyclo,La Oveja Negra,0.703,0.718,1,-7.72,0.0,0.0446,0.154,1.88e-05,0.103,0.374,95.001,4.0,spanish
Se Necesita,422613,0,34,Memphis La Blusera,"Cosa de Hombres, Vol. 1",0.578,0.672,7,-6.975,1.0,0.0421,0.158,0.0,0.362,0.58,128.997,4.0,bluegrass
Chungus,156750,0,28,Jobii,Runoff,0.693,0.393,5,-14.25,0.0,0.0403,0.808,0.9,0.111,0.0468,120.019,4.0,study
GRACE,255761,0,31,Jor'dan Armstrong,GRACE,0.681,0.579,2,-6.141,0.0,0.0434,0.212,0.0,0.333,0.588,120.037,4.0,afrobeat
Ghorbangah,423500,0,6,Padra,Ghorbangah,0.53,0.962,6,-3.045,0.0,0.104,0.00151,8.51e-05,0.0635,0.219,122.02,4.0,iranian
Warsong - Original Mix,265942,0,0,Chaos Descent,Warsong,0.575,0.953,4,-4.612,1.0,0.121,0.000159,1.21e-05,0.267,0.216,114.011,4.0,iranian
Ravin',198120,0,45,Charly Black;Sean Paul;Greeicy,Ravin',0.845,0.676,8,-5.459,1.0,0.133,0.104,1.36e-06,0.129,0.713,104.971,4.0,j-dance
Erase The Miles,292560,0,22,IIIrd Tyme Out,IIIrd Tyme Out,0.536,0.157,5,-18.52,1.0,0.0296,0.824,9.69e-05,0.108,0.193,96.635,4.0,bluegrass
Back & Forth (feat. KE) - Mixed,277746,0,6,DJ Sneak;Jesse Perez;KE,Defected Miami 2019 (DJ Mix),0.671,0.977,10,-5.192,0.0,0.0357,0.00644,0.635,0.285,0.872,121.046,4.0,chicago-house
Mädchen in Uniform,177266,0,23,Nachtmahr,Mädchen in Uniform,0.611,0.944,11,-5.308,0.0,0.0597,0.000326,0.114,0.615,0.94,160.006,4.0,industrial
Akula Owu Onyeara,448914,0,39,The Funkees,Dancing Time: The Best of Eastern Nigeria's Afro Rock Exponents 1973-77,0.701,0.702,5,-10.323,0.0,0.122,0.525,0.0486,0.235,0.885,110.721,4.0,afrobeat
NOT YOURS - TC/TC,257903,0,0,twocolors,Night Drive Autumn/Winter 2022/23,0.718,0.853,9,-5.167,1.0,0.0419,0.00598,0.818,0.0676,0.134,124.014,4.0,chicago-house
Ken Tavr,307896,0,44,Ishome,Confession,0.612,0.427,10,-11.645,0.0,0.0521,0.539,0.924,0.115,0.0693,91.016,4.0,idm
Kamu Harus Pulang,300538,0,37,Slank,Unity And Respect,0.693,0.548,2,-10.612,1.0,0.0266,0.387,4.4e-06,0.103,0.663,105.187,4.0,bluegrass
Sommernat,204926,0,22,Jakob Sveistrup,Sommernat,0.782,0.58,4,-6.872,0.0,0.077,0.114,0.0,0.0605,0.709,148.05,4.0,disney
"March 2, 2002",474773,0,0,Kiawasch Sahebnassagh,Moments,0.196,0.247,2,-20.627,0.0,0.0319,0.954,0.849,0.0584,0.0383,79.289,3.0,iranian
ポニーテールをほどいた君を見た,249746,0,17,STU48,花は誰のもの? Special Edition,0.553,0.911,4,-1.862,0.0,0.0391,0.0611,0.0,0.282,0.802,156.003,4.0,j-idol
Change in the Air,160198,0,9,Obie Hans,Change in the Air,0.61,0.242,0,-20.875,1.0,0.113,0.875,0.914,0.1,0.227,169.989,4.0,study
暴イズDE∀D (2020 reRec ver.),219866,0,24,ROTTENGRAFFTY,You are ROTTENGRAFFTY,0.513,0.991,1,-2.228,1.0,0.101,0.000395,1.37e-06,0.287,0.579,94.885,4.0,j-idol
cinema,253626,0,29,=LOVE,全部、内緒。 (Special Edition),0.547,0.868,10,-3.443,1.0,0.0431,0.204,0.0,0.0546,0.791,197.712,4.0,j-idol
A Farra Me Chama,156550,0,27,Victor Meira;Anderson & Vei da Pisadinha,A Farra Me Chama,0.56,0.817,0,-5.902,0.0,0.0364,0.251,0.0125,0.131,0.936,160.011,4.0,forro
In The Sign of the Horns,223626,0,22,Dark Funeral,In The Sign... (Re-issue + Bonus) [Deluxe Version],0.146,0.98,9,-7.174,1.0,0.0985,1.47e-06,0.465,0.409,0.0358,96.705,4.0,black-metal
Knochentorte,253413,0,19,Eisregen,Fegefeuer,0.516,0.92,3,-3.986,1.0,0.0604,0.000373,7.98e-06,0.156,0.406,79.996,4.0,black-metal
Immersion,249000,0,12,Alphaxone;Dronny Darko,Forsaken,0.164,0.386,1,-25.307,0.0,0.0572,0.931,0.951,0.101,0.098,72.199,4.0,iranian
Foi Deus,453941,0,58,Davi Sacer,Foi Deus,0.612,0.492,10,-6.956,1.0,0.0476,0.435,0.0,0.559,0.5,117.878,4.0,brazil
Saudade Dela e Ela Deu,208274,0,49,Alemão Do Forró;Gino & Geno,"Alemão do Forró, Vol. 06: O Rei do Forró Capixaba",0.832,0.692,11,-4.412,1.0,0.0523,0.731,0.0,0.0651,0.942,115.032,4.0,forro
Help from Strangers,177584,0,11,dreissk,State of Decay 2 (Original Game Soundtrack),0.494,0.59,2,-15.907,1.0,0.0445,0.754,0.924,0.11,0.0353,90.921,4.0,idm
Cool Love 3,37702,0,18,Los Amigos Invisibles,Cool Love,0.549,0.489,4,-13.621,0.0,0.0458,0.35,0.926,0.122,0.648,77.593,1.0,afrobeat
Nobody Likes the Records That You Play,325714,0,32,DJ Isaac,Nobody Likes the Records That You Play,0.903,0.98,11,-5.024,1.0,0.209,0.000977,0.13,0.215,0.33,140.026,4.0,happy
Pure Brown Noise - Loopable with no fade,71397,0,41,"Deep Sleep;Sleep Baby Sleep;Lullabies for Deep Meditation;Relax Meditate Sleep;Relaxation;Soothing White Noise for Infant Sleeping and Massage, Crying & Colic Relief","Exhaustive Collection of Soothing Brown Noise, Brown Waves and other Ambiences (Loopable Audios for Ambiance, Meditation, Insomnia, and Restless Children)",0.0,2.01e-05,10,-17.502,0.0,0.0,0.0,0.124,0.688,0.0,0.0,0.0,sleep
君のことが好きだから,248680,0,34,AKB48,神曲たち,0.384,0.962,9,-3.266,1.0,0.104,0.00291,0.000579,0.149,0.492,157.997,4.0,j-idol
Do You Hear What I Hear?,179066,0,0,Jack Jones,pov: you ride on santa's sleigh,0.304,0.34,3,-12.157,1.0,0.0298,0.88,4e-05,0.223,0.308,96.632,4.0,j-dance
Segunda-Feira,256760,0,44,Esteban Tavares,¡Adios Esteban!,0.533,0.739,0,-6.395,1.0,0.0341,0.00107,0.0,0.094,0.518,126.903,4.0,brazil
Hidden Waterfall,422974,0,29,White Noise Therapy,White Noise Therapy Vol. 1,0.0,2.03e-05,11,-13.813,0.0,0.0,0.2,1.0,0.32,0.0,0.0,0.0,sleep
What Is Home Without Love?,215923,0,19,Doc Watson;David Grisman,Doc & Dawg,0.467,0.194,7,-14.836,1.0,0.033,0.951,0.000224,0.106,0.501,143.915,3.0,bluegrass
The Whiskey or the Coal,195120,0,25,Big Country Bluegrass,"Mountains, Mamas and Memories",0.487,0.716,0,-6.57,1.0,0.0378,0.502,6.35e-06,0.164,0.879,200.166,4.0,bluegrass
Aropador,240026,0,22,Plastilina Mosh,Juan Manuel,0.783,0.506,2,-14.552,1.0,0.0651,0.952,0.918,0.0676,0.397,117.147,4.0,afrobeat
Soleiele,269000,0,15,Bola,Fyuti,0.629,0.487,11,-16.156,0.0,0.0467,0.137,0.9,0.0849,0.559,74.973,4.0,idm
"Persian Gardens, Op. 111 : Episode VI",340506,0,0,Alireza Mashayekhi;Farimah Ghavamsadri;National Symphony Orchestra of Ukraine;Vladimir Sirenko,Persian Gardens (Piece for Piano and Orchestra),0.158,0.116,9,-18.078,1.0,0.0375,0.936,0.911,0.234,0.0364,67.645,4.0,iranian
Mood,130481,0,1,Jay Groovi,Mood,0.597,0.491,2,-8.712,1.0,0.0438,0.899,0.919,0.103,0.398,83.003,4.0,study
Babylon Fallin',490119,0,9,DJ Sneak,Fallin' Beats EP,0.788,0.931,1,-6.765,1.0,0.073,9.52e-05,0.79,0.0312,0.725,126.013,4.0,chicago-house
What Iz Life - Original Mix,170720,0,10,The Prophet,The Hardcore Archive Part 3 (1997),0.603,0.981,7,-3.677,1.0,0.0571,0.00125,0.297,0.0831,0.191,92.007,4.0,happy
Close is best,135374,0,37,Sail & Weep,Close is best,0.814,0.213,5,-9.424,0.0,0.0477,0.802,0.379,0.126,0.174,79.964,4.0,study
Do While ⌘X,290893,0,35,Oval,94diskont.,0.308,0.251,2,-21.984,0.0,0.0599,0.947,0.924,0.0707,0.39,77.476,4.0,idm
Mystery Girl (Set Me Free),279128,0,12,Pierre's Pfantasy Club,Mystery Girl (Set Me Free),0.771,0.934,11,-3.587,1.0,0.0526,0.00127,0.254,0.06,0.876,123.924,4.0,chicago-house
Timebomb Zone,204914,0,15,The Prodigy,No Tourists,0.524,0.898,7,-6.543,1.0,0.0409,0.000328,0.796,0.102,0.229,130.016,4.0,breakbeat
Hacker,275520,1,59,Death Grips,The Money Store,0.681,0.88,9,-3.895,1.0,0.227,0.0567,0.0,0.0893,0.38,124.885,4.0,industrial
"Phir Na Aisi Raat Aayegi (From ""Laal Singh Chaddha"")",283225,0,60,Pritam;Arijit Singh;Amitabh Bhattacharya,"Phir Na Aisi Raat Aayegi (From ""Laal Singh Chaddha"")",0.435,0.418,1,-7.915,0.0,0.0295,0.903,0.0,0.1,0.212,128.049,4.0,indian
Step Back,198400,0,21,Gammer;Pixel Terror,Better Together,0.611,0.983,9,-2.017,1.0,0.0917,0.0121,0.102,0.733,0.419,150.006,4.0,happy
En la Luna,91466,0,24,María Caneda;Carlos Baez;Sandra Carvajal,'Más allá de la Luna' (música de la película de Netflix),0.305,0.456,9,-7.347,0.0,0.0328,0.964,5.86e-05,0.106,0.475,63.651,3.0,disney
特別的愛給特別的你,299028,0,59,SKY WU,特別的愛給特別的你,0.524,0.467,5,-12.038,0.0,0.0365,0.629,0.000176,0.132,0.477,204.036,4.0,mandopop
