name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,features_duration_ms,time_signature,n_beats,n_bars,popularity_confidence,processing,genre
Jab Tum Miley,246111,False,40,Abhilasha Sinha,Jab Tum Miley,0.39,0.318,9,-11.778,1.0,0.0304,0.466,0.013,0.0914,0.25,94.942,246112,4.0,441.0,113.0,0.787,1.343558282208589,indian
Arise,198226,False,0,Sepultura,Metal,0.371,0.961,9,-6.765,0.0,0.0931,1.52e-05,0.0548,0.0916,0.159,115.336,198227,,383.0,95.0,0.846,1.343558282208589,brazil
Mi Música Mis Normas,176575,False,25,Isusko;Sbrv,Preludio,0.779,0.854,7,-6.821,1.0,0.341,0.316,0.0,0.298,0.719,140.074,176576,,400.0,99.0,0.094,4.067085953878407,spanish
Touch Me,318066,False,55,Pritam;KK;Alisha Chinai;Sameer,Dhoom:2,0.788,0.86,6,-5.988,0.0,0.048,0.264,0.000321,0.0687,0.853,104.982,318067,4.0,552.0,137.0,0.046,1.1709531013615733,indian
Oblivion,161253,False,65,Royal Blood,Typhoons,0.642,0.823,4,-3.68,,0.0612,0.000281,0.00211,0.216,0.826,112.005,161253,4.0,295.0,72.0,0.638,0.916010498687664,bluegrass
Titties and Beer,338879,False,5,dj funk,Work Dat Body,0.771,0.959,8,-4.775,1.0,0.0522,5.15e-06,0.907,0.0576,0.43,143.019,338879,,802.0,200.0,0.539,2.7259036144578315,chicago-house
make it right,164337,False,44,forever grown,marmalade sunset,0.704,0.329,0,-15.407,1.0,0.0636,0.4,0.828,0.124,0.597,84.002,164338,,229.0,57.0,0.973,3.349056603773585,study
Darkness,105923,False,31,Rain Sounds,Soft Rain Sleep,0.331,0.967,11,-16.053,1.0,0.0459,0.00867,0.0,0.848,0.0389,100.464,105924,4.0,176.0,43.0,0.385,0.7481162540365985,sleep
Rivethead - 2021 Remaster,232792,False,14,Chemlab,Burn Out At The Hydrogen Bar (2021 Remaster),0.494,0.968,4,-6.507,1.0,0.044,4.74e-06,0.266,0.108,0.524,145.019,232793,4.0,554.0,138.0,0.477,0.916010498687664,industrial
Painting My Thoughts,149831,False,34,Obie Hans,Painting My Thoughts,0.745,0.383,9,-17.446,1.0,0.0614,0.7,0.954,0.108,0.157,80.005,149831,4.0,192.0,47.0,0.232,1.343558282208589,study
Ranchinho (Casa Mais Eu?),176537,False,41,Edyr Vaqueiro,Ranchinho (Casa Mais Eu?),0.506,0.897,2,-3.523,1.0,0.043,0.477,0.0,0.36,0.891,168.112,176537,4.0,488.0,119.0,0.014,3.70048309178744,forro
A short break,122857,False,38,Sail & Weep,A short break,0.693,0.291,9,-9.735,0.0,0.115,0.819,0.965,0.0929,0.213,79.98,122858,4.0,161.0,40.0,0.261,1.343558282208589,study
Mørket Sin Fyrste,447059,False,19,Windir,Soknardalr,0.302,0.941,9,-8.74,0.0,0.0705,0.000533,0.932,0.11,0.0975,140.039,447060,4.0,1031.0,257.0,0.312,1.343558282208589,black-metal
What $ Love - Supernova Remix,453532,False,6,Romanthony;Supernova,What $ Love (2014 Remixes) [What Price Love],0.796,0.608,1,-10.196,1.0,0.0573,0.232,0.893,0.0963,0.307,123.004,453532,4.0,865.0,218.0,0.769,2.36741214057508,chicago-house
pagadoff,135860,False,2,!nvite,pagadoff,0.784,0.657,11,-7.591,0.0,0.348,0.332,0.00362,0.131,0.501,84.997,135860,4.0,191.0,47.0,0.413,0.7481162540365985,study
Familienzusammenhalt,75160,False,19,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),0.576,0.248,2,-19.584,0.0,0.0383,0.778,0.912,0.12,0.0383,119.092,75160,3.0,141.0,46.0,0.147,3.70048309178744,disney
1 Gabber Family,189600,False,16,Rob Gee,1 Gabber Family,0.785,0.977,7,-2.325,1.0,0.266,0.0422,1.56e-06,0.437,0.475,100.054,189600,4.0,315.0,78.0,0.177,4.067085953878407,happy
No Diggity,304600,False,80,Blackstreet;Dr. Dre;Queen Pen,Another Level,0.867,0.646,1,-4.674,0.0,0.288,0.303,0.0,0.279,0.67,88.634,304600,4.0,450.0,112.0,0.215,2.36741214057508,j-dance
愛なんていらない,242346,False,25,Sayaka Yamamoto,愛なんていらない,0.525,0.715,0,-4.036,1.0,0.0311,0.177,0.0,0.127,0.477,80.936,242347,4.0,316.0,77.0,0.935,3.349056603773585,j-idol
Winter Morning,215000,False,60,Aysha Mathis,Winter Morning,0.178,0.0126,11,-33.436,,0.0446,0.943,0.855,0.107,0.0481,68.788,215000,3.0,242.0,79.0,0.179,0.7481162540365985,sleep
Warmth,155395,False,18,Cameron's Bedtime Classics,Piano Lullabies,0.671,0.0934,10,-18.007,,0.0365,0.978,0.941,0.0843,0.508,99.907,155395,4.0,251.0,61.0,0.134,0.7573891625615764,disney
Broken - Album Edit,227761,False,18,Evil Activities;Endymion;E-Life,Extreme Audio,0.382,0.907,4,-5.322,1.0,0.16,0.0652,7.01e-06,0.115,0.216,167.005,227762,4.0,634.0,158.0,0.857,0.916010498687664,happy
Sunny Side Of The Mountain,144000,False,28,The Osborne Brothers,Bluegrass Collection,0.666,0.47,11,-10.496,1.0,0.0301,0.401,4.65e-05,0.256,0.93,109.734,144000,,249.0,62.0,0.111,0.7481162540365985,bluegrass
Wandering,246067,False,25,Yosi Horikawa,Wandering,0.628,0.993,9,-7.667,,0.0976,0.262,0.61,0.93,0.171,135.001,246067,3.0,516.0,171.0,0.887,1.343558282208589,idm
Bonzai,228457,False,24,Korsakoff,Stars Up High,0.392,0.942,1,-5.014,1.0,0.0608,0.00798,0.00282,0.0754,0.115,175.015,228457,4.0,656.0,165.0,0.905,2.36741214057508,happy
From Indigo,137241,False,29,Justnormal,Guessing Game,0.757,0.193,3,-9.678,,0.398,0.793,0.847,0.106,0.441,174.085,137241,4.0,394.0,99.0,0.526,1.7389162561576357,study
Vreten,189600,False,24,PartyfrieX,Partyfreak,0.546,0.887,2,-5.684,1.0,0.114,0.114,0.0,0.847,0.626,134.076,189600,4.0,434.0,109.0,0.887,3.70048309178744,happy
Dawk and Stubborn,170893,False,20,Kyodi;Nervz,Dawk and Stubborn,0.537,0.58,5,-5.179,,0.306,0.687,0.0,0.169,0.726,68.856,170893,3.0,214.0,70.0,0.069,1.2793053545586106,j-dance
Darkness Falls,290400,False,18,Craft,White Noise and Black Metal,0.107,0.99,8,-5.61,1.0,0.103,4.47e-06,0.274,0.342,0.186,181.558,290400,3.0,771.0,256.0,0.215,2.7259036144578315,black-metal
スローモーション (from 「BEST AKINA メモワール」),247146,False,23,Akina Nakamori,BEST AKINA メモワール,0.583,0.714,6,-4.32,0.0,0.0377,0.473,3.38e-05,0.341,0.527,130.201,247147,4.0,516.0,128.0,0.831,1.1709531013615733,j-idol
Bedtime Baby,106943,False,23,Sound Library XL,Rain Sleep,0.109,0.000965,7,-19.815,,0.162,2.21e-06,0.787,0.352,0.00536,79.516,106944,4.0,135.0,33.0,0.957,4.067085953878407,sleep
Consagração / Louvor ao Rei,381318,False,57,Aline Barros,Consagração,0.52,0.509,9,-9.116,1.0,0.0301,0.425,1.15e-06,0.082,0.321,119.991,381318,4.0,756.0,189.0,0.733,1.343558282208589,brazil
Oneness,181366,False,5,Teielte,Oneness,0.744,0.655,1,-8.834,1.0,0.046,0.0123,0.875,0.0779,0.334,140.021,181367,4.0,400.0,100.0,0.949,2.36741214057508,idm
feed your anger,289986,False,0,Combichrist,Everybody Hates You,0.586,0.986,4,-7.549,0.0,0.061,0.092,0.123,0.316,0.248,109.995,289987,4.0,519.0,129.0,0.482,0.916010498687664,industrial
The Cross,196853,False,18,Samael,Aeonics - An Anthology,0.469,0.958,2,-5.408,0.0,0.0593,0.00609,0.00106,0.245,0.403,83.997,196853,4.0,275.0,70.0,0.018,3.70048309178744,black-metal
Leraine,464746,False,34,Kettel;Secede,Tryshasla,0.566,0.619,8,-10.011,,0.0375,0.0723,0.919,0.108,0.0934,134.994,464747,,1040.0,260.0,0.539,2.7259036144578315,idm
Our Singapore - NDP 2019 Theme Song,240419,False,46,Stefanie Sun;JJ Lin;Aisyah Aziz;The Sam Willows;Taufik Batisah;Shabir Sulthan;Kit Chan;Dick Lee;Brian Richmond;Pan Xiu Qiong;Tracy Huang;Rahimah Rahim;Louis Soliano;Jacintha Abisheganaden;Ramli Sarip;Sheikh Haikel;The Lion City Boy;ShiGGa Shay;Yung Raja;Fariz Jabba;Wheelsmith;Syah Riszuan;Nurjannah Qurratul’ Farhaien;Caitlin Tan;Heema Izzati Zainudin;Jordin Tan,Our Singapore 2019,0.43,0.264,2,-15.309,1.0,0.063,0.797,5.68e-06,0.326,0.286,104.083,240419,4.0,370.0,93.0,0.142,3.70048309178744,mandopop
A Letter to Seymour,134573,False,28,Greensky Bluegrass,If Sorrows Swim,0.41,0.63,11,-5.724,,0.0503,0.454,0.0818,0.0835,0.744,177.334,134573,4.0,385.0,95.0,0.367,0.7481162540365985,bluegrass
Sinking,408000,False,0,Idlefon,Submarine,0.295,0.202,11,-15.227,0.0,0.0376,0.94,0.908,0.0726,0.0343,119.96,408000,,676.0,168.0,0.016,0.7481162540365985,iranian
Truth of Life,330906,False,0,Angband,Visions of the Seeker,0.427,0.941,0,-5.744,1.0,0.134,0.000121,0.00535,0.282,0.35,151.999,330907,4.0,836.0,209.0,0.95,3.349056603773585,iranian
Fadeless Love,270280,False,18,Flower,Flower,0.651,0.898,1,-4.035,1.0,0.0397,0.0113,0.028,0.267,0.416,100.005,270280,4.0,440.0,109.0,0.183,2.36741214057508,j-idol
單車,211251,False,59,Eason Chan,Shall We Dance? Shall We Talk!,0.635,0.35,7,-10.591,1.0,0.0284,0.754,0.0,0.0743,0.307,130.067,211251,,446.0,110.0,0.3,4.067085953878407,mandopop
Soundboy - Riddim Punks Dub Remix,268800,False,10,Dub Pistols;Cheshire Cat;Riddim Punks,Addict - the Remixes (Vol 2),0.762,0.92,6,-2.523,0.0,0.0458,0.0448,0.872,0.126,0.491,87.508,268800,4.0,384.0,95.0,0.507,1.1709531013615733,breakbeat
Wonderjoy,165365,False,8,Felix Da Housecat,Wonderjoy,0.643,0.741,2,-7.449,1.0,0.027,0.0115,0.000615,0.121,0.527,122.983,165366,4.0,337.0,84.0,0.39,3.70048309178744,chicago-house
Ainda Ontem Chorei de Saudade,129384,False,41,Chicão dos Teclados,Album Seresta as Melhores 2K20,0.588,0.699,1,-8.611,,0.0429,0.0577,0.0,0.696,0.824,126.876,129384,,273.0,69.0,0.074,2.36741214057508,forro
僕以外の誰か,232260,False,21,NMB48,難波愛~今、思うこと~ (Type-N),0.371,0.938,7,-3.699,1.0,0.104,0.0184,0.0,0.307,0.448,169.884,232260,4.0,650.0,163.0,0.523,4.067085953878407,j-idol
Semente Nativa,277640,False,45,Natiruts,Natiruts,0.69,0.596,7,-6.896,1.0,0.0845,0.0123,0.0,0.0979,0.649,150.221,277640,1.0,685.0,171.0,0.889,4.067085953878407,brazil
少女には戻れない,209546,False,24,Keyakizaka46,真っ白なものは汚したくなる (Complete Edition),0.557,0.792,1,-3.904,0.0,0.0328,0.155,0.0,0.256,0.88,93.048,209547,4.0,319.0,80.0,0.148,2.36741214057508,j-idol
Antonio's stem,134786,False,20,Germaine Franco,Encanto (Originele Nederlandstalige Soundtrack),0.424,0.321,7,-11.358,1.0,0.0613,0.501,0.601,0.106,0.213,108.063,134787,,234.0,58.0,0.304,4.067085953878407,disney
BRZL,315445,False,19,Bombo Rosa,BRZL,0.782,0.944,6,-4.67,,0.057,0.000956,0.879,0.0602,0.535,130.008,315445,4.0,679.0,169.0,0.457,1.1709531013615733,breakbeat
Veilinghallen,209333,False,12,Dither;Da Mouth of Madness,Defqon.1 2022,0.592,0.964,2,0.643,1.0,0.182,0.00894,0.00457,0.169,0.343,179.969,209333,4.0,613.0,154.0,0.995,3.70048309178744,idm
Spiritual Brothel,379402,True,0,Beshenitar,Around the 13 Sins,0.261,0.988,2,-6.009,1.0,0.203,0.000588,0.102,0.0957,0.0332,119.915,379402,4.0,766.0,193.0,0.764,3.70048309178744,iranian
I Don’t Think That I Like Her,188507,False,68,Charlie Puth,CHARLIE,0.587,0.548,8,-5.846,0.0,0.0339,0.396,0.0,0.109,0.713,186.073,188508,4.0,577.0,144.0,0.548,2.7259036144578315,breakbeat
Stress Relief Music,129453,False,32,Meditation Spa,Piano Relaxation Music For Stress Relief And Healing,0.429,0.0832,10,-20.054,1.0,0.0528,0.991,0.894,0.102,0.158,132.984,129453,4.0,264.0,65.0,0.805,0.7573891625615764,sleep
Soldado do Morro,412395,False,48,MV Bill,Traficando Informação,0.68,0.585,3,-5.989,0.0,0.331,0.168,0.0,0.248,0.541,78.078,412395,4.0,539.0,135.0,0.232,1.7389162561576357,brazil
The Wreck of the Old 97 (with The Foggy Mountain Boys),150226,False,26,Lester Flatt;Earl Scruggs;The Foggy Mountain Boys,Hard Travelin' (with The Foggy Mountain Boys),0.628,0.432,10,-14.13,1.0,0.0322,0.483,1.75e-05,0.081,0.861,127.57,150227,4.0,315.0,78.0,0.12,0.7573891625615764,bluegrass
Be Prepared - Japanese Version,217933,False,25,Haruhiko Joh;Ben Hiura;Tomie Kataoka,The Lion King (Original Motion Picture Soundtrack/Japan Release Version),0.629,0.451,9,-15.715,,0.187,0.528,0.0,0.154,0.365,121.999,217933,4.0,438.0,109.0,0.029,1.343558282208589,disney
Adultério,107115,False,45,Japãozin,Pen Drive Atualizado,0.723,0.826,11,-2.083,0.0,0.0392,0.0769,0.00322,0.0449,0.971,155.905,107115,4.0,273.0,68.0,0.056,0.7481162540365985,forro
Nine Ways - Shadow Child Remix,152114,False,13,JDS;Shadow Child,Nine Ways (Shadow Child Remix),0.575,0.883,1,-7.477,1.0,0.0372,0.000289,0.813,0.275,0.21,130.0,152114,4.0,324.0,80.0,0.443,2.36741214057508,breakbeat
Dominate,413621,False,10,Drumattic Twins,Feelin Kinda Strange,0.762,0.841,11,-7.631,,0.0927,0.000418,0.781,0.166,0.266,134.986,413622,4.0,922.0,232.0,0.136,0.7481162540365985,breakbeat
País Tropical,209066,False,27,Orquestra Brasileira de Música Jamaicana,Volume II,0.816,0.77,5,-5.94,,0.032,0.61,0.948,0.323,0.964,127.971,209067,4.0,445.0,111.0,0.176,1.2793053545586106,afrobeat
Tell Me It's A Nightmare,248743,False,0,Kim Petras,Anthems for Witches 2022,0.651,0.758,4,-5.791,0.0,0.0651,0.00217,0.0,0.149,0.227,109.983,248744,4.0,455.0,113.0,0.707,0.916010498687664,breakbeat
I Can't Let You Throw Yourself Away,125786,False,57,Randy Newman,Toy Story 4 (Original Motion Picture Soundtrack),0.642,0.742,5,-8.211,1.0,0.0401,0.439,0.000656,0.126,0.897,106.235,125787,4.0,213.0,53.0,0.454,1.2793053545586106,disney
ひまわりの丘,330880,False,31,Seiko Matsuda,Pineapple,0.588,0.378,5,-7.746,1.0,0.0338,0.768,0.0,0.0635,0.574,173.307,330880,4.0,936.0,233.0,0.366,1.2793053545586106,j-idol
The Saving One,246573,False,38,Starfield,The Saving One,0.376,0.733,2,-3.825,1.0,0.0311,7.17e-06,0.0,0.075,0.264,144.059,246573,4.0,575.0,144.0,0.08,3.70048309178744,afrobeat
Moments,183092,True,54,Masicka;Stefflon Don,438,0.772,0.658,1,-5.612,,0.226,0.0622,0.0,0.0997,0.16,129.345,183093,5.0,388.0,97.0,0.599,2.36741214057508,j-dance
The Waddle,182234,False,28,Lefties Soul Connection,Akathisia,0.641,0.837,2,-5.248,1.0,0.0583,0.0497,0.943,0.14,0.813,86.177,182234,4.0,259.0,64.0,0.452,3.70048309178744,afrobeat
Não vou duvidar,207826,False,48,Marquinhos Gomes,Não vou duvidar,0.646,0.782,11,-4.422,,0.0366,0.634,0.0,0.128,0.641,137.883,207826,4.0,473.0,119.0,0.393,0.7481162540365985,brazil
Por Ser Tu Mujer,209600,False,36,Natalia Jiménez,Natalia Jiménez,0.569,0.756,3,-4.451,1.0,0.0374,0.143,0.0,0.222,0.648,145.576,209600,4.0,507.0,126.0,0.273,1.7389162561576357,spanish
Gentle Noises,206000,False,0,White Noise for Babies,Rising Sun,0.0934,0.443,5,-17.273,0.0,0.229,0.139,0.677,0.156,0.0363,89.647,206000,4.0,362.0,90.0,0.403,1.2793053545586106,sleep
Laat Maar Waaien,189000,False,31,Lawineboys,10 Jaar Lawinegevaar,0.605,0.996,10,-3.538,1.0,0.0448,0.449,0.0,0.32,0.943,139.966,189000,4.0,432.0,107.0,0.743,0.7573891625615764,happy
「君の音だったんだ」,244413,False,37,≠ME,超特急 ≠ME行き Special Edition,0.401,0.973,11,-2.581,,0.0843,0.0181,0.000111,0.211,0.55,183.06,244413,4.0,718.0,180.0,0.591,0.7481162540365985,j-idol
Defiant,225213,False,25,VNV Nation,"Of Faith, Power and Glory",0.535,0.911,4,-6.568,1.0,0.0364,9.48e-05,0.0151,0.428,0.794,142.025,225213,4.0,528.0,132.0,0.083,0.916010498687664,industrial
Give It to Me,210000,False,64,Matt Sassari,Give It to Me,0.838,0.664,6,-8.126,,0.0484,0.00132,0.035,0.131,0.545,126.047,210000,4.0,431.0,108.0,0.228,1.1709531013615733,techno
Skoll,188253,False,17,Istapp,Frostbiten,0.342,0.929,11,-6.341,1.0,0.059,2.19e-06,0.0256,0.178,0.061,99.929,188253,,301.0,74.0,0.857,0.7481162540365985,black-metal
Ariwoko,249451,False,0,Chico Mann;Captain Planet,Night Visions Remixed,0.72,0.837,0,-5.98,0.0,0.0504,0.168,0.0629,0.124,0.922,81.997,249451,4.0,340.0,83.0,0.139,3.349056603773585,afrobeat
RAD,240000,False,36,Tokyo Machine,RAD,0.715,0.931,11,-3.0,,0.157,0.00857,0.132,0.409,0.805,127.925,240000,4.0,507.0,126.0,0.715,0.7481162540365985,j-dance
Pajamas,177711,False,23,Timothy Infinite,Pajamas,0.8,0.456,9,-7.832,0.0,0.142,0.802,0.88,0.112,0.271,155.998,177711,1.0,458.0,113.0,0.396,1.343558282208589,study
Bender,226493,True,23,Sevendust,Best Of (Chapter One 1997-2004),0.609,0.943,11,-4.56,1.0,0.101,0.000147,0.138,0.502,0.547,106.94,226493,4.0,396.0,99.0,0.933,0.7481162540365985,industrial
Emphasis - Sandro Galli Remix,446769,False,0,Josement,She Hates I Got My Own Thang XXII,0.57,0.897,6,-7.072,,0.0442,0.0437,0.924,0.133,0.181,129.994,446769,3.0,957.0,318.0,0.85,1.1709531013615733,techno
Voltar pro Meu Sertão,177084,False,45,Iguinho e Lulinha,Voltar pro Meu Sertão,0.602,0.855,11,-3.607,,0.187,0.729,0.0,0.302,0.42,75.866,177084,4.0,223.0,56.0,0.598,0.7481162540365985,forro
This One Goes out to You,182250,False,26,S3RL,This One Goes out to You,0.424,0.98,11,-1.886,,0.226,0.00124,0.00114,0.0742,0.333,175.218,182250,4.0,516.0,129.0,0.256,0.7481162540365985,happy
Eye of the Tiger,228032,False,22,Hayseed Dixie,Hair Down to My Grass,0.63,0.725,5,-6.921,,0.0319,0.369,2.77e-05,0.0992,0.903,133.246,228032,4.0,498.0,125.0,0.211,1.2793053545586106,bluegrass
Boom It Off,210666,True,0,Vybz Kartel,Boom It Off,0.744,0.502,2,-9.603,1.0,0.312,0.246,1.68e-06,0.0511,0.7,120.411,210667,5.0,418.0,104.0,0.066,3.70048309178744,j-dance
On and On,130000,True,26,Alkaline,Raw as Eva,0.458,0.619,4,-7.553,1.0,0.335,0.257,0.0,0.275,0.278,193.092,130000,4.0,412.0,103.0,0.802,0.916010498687664,j-dance
Isis,139258,True,40,6t6;Skillibang;DJ Smoak,Isis,0.868,0.411,5,-10.347,0.0,0.535,0.7,0.0,0.311,0.349,109.688,139259,4.0,254.0,62.0,0.01,1.2793053545586106,j-dance
Secret Waterfall,123529,False,52,iamalex;Felty,New Day,0.674,0.298,4,-8.401,,0.0436,0.95,0.956,0.176,0.202,68.053,123529,4.0,131.0,31.0,0.636,0.916010498687664,study
Adrift Migration,248400,False,0,Mehdi Jalali,Girih: Iranian Sound Artists,0.168,0.209,5,-19.681,1.0,0.0372,0.683,0.873,0.111,0.0711,64.458,248401,4.0,259.0,63.0,0.747,1.2793053545586106,iranian
Black Victory of Death,241093,False,19,Darkthrone,Total Death,0.166,0.938,0,-9.289,1.0,0.121,1.35e-05,0.662,0.112,0.0381,130.559,241093,4.0,511.0,128.0,0.646,3.349056603773585,black-metal
Last Hurrah,150333,False,0,Bebe Rexha,Trending Pop,0.552,0.618,11,-4.585,0.0,0.0309,0.175,0.0,0.117,0.402,84.26,150333,4.0,207.0,52.0,0.234,0.7481162540365985,breakbeat
Pum Pum Pum (2022 Remastered),188253,True,0,Elephant Man;Arif Cooper,Arif Cooper Presents: Up & Live Riddim (2022 Remastered),0.477,0.917,3,-3.027,,0.22,0.12,0.0,0.118,0.73,88.071,188253,3.0,274.0,90.0,0.084,1.7389162561576357,j-dance
Mila Hai Jabse Tu,200265,False,36,Ashwin Adwani,Mila Hai Jabse Tu,0.714,0.405,1,-11.358,0.0,0.0312,0.819,1.04e-05,0.0884,0.441,119.958,200266,4.0,387.0,96.0,0.468,2.36741214057508,indian
從沒去過巴塞隆納,273597,False,47,告五人,我肯定在幾百年前就說過愛你,0.744,0.319,0,-11.984,1.0,0.0308,0.772,0.00111,0.11,0.356,109.008,273598,4.0,491.0,122.0,0.995,3.349056603773585,mandopop
Lord I Lift Your Name on High,196022,False,46,Shane & Shane,Vintage,0.549,0.466,2,-12.071,,0.0379,0.2,1.13e-06,0.121,0.258,149.87,196023,4.0,472.0,118.0,0.476,3.70048309178744,mandopop
Meu Amor Se Mudou pra Lua - Ao Vivo,197511,False,49,Paula Toller,Nosso (Ao Vivo),0.483,0.666,9,-9.793,1.0,0.0342,0.0623,0.0485,0.687,0.426,175.897,197512,4.0,579.0,145.0,0.713,1.343558282208589,brazil
Jumping Stairs,114400,False,29,Casper Loe,Jumping Stairs,0.682,0.254,2,-11.478,0.0,0.0499,0.232,0.885,0.118,0.297,150.038,114400,,284.0,71.0,0.455,3.70048309178744,study
Supersaw - Hard Mix,394760,False,23,DJ Furax,Best of 20 Years of Music,0.663,0.987,9,-4.589,0.0,0.0409,1.89e-05,0.912,0.171,0.231,142.004,394760,4.0,920.0,231.0,0.869,1.343558282208589,j-dance
Dream & Reality,230733,False,24,Area 11,All the Lights in the Sky,0.478,0.992,4,-3.792,1.0,0.112,0.014,0.0,0.272,0.611,178.026,230733,4.0,680.0,171.0,0.091,0.916010498687664,industrial
Good L_ck (Yo_'re F_cked),215729,True,56,Celldweller,End of an Empire (Deluxe Edition),0.376,0.928,2,-2.036,1.0,0.119,8.09e-06,0.324,0.0241,0.559,177.908,215730,,625.0,156.0,0.089,3.70048309178744,industrial
Mazaak,212054,False,67,Anuv Jain,Mazaak,0.534,0.461,2,-11.292,1.0,0.0295,0.795,1.51e-06,0.114,0.244,145.972,212055,4.0,502.0,126.0,0.845,3.70048309178744,indian
A Love of My Own,350461,False,7,Fingers Inc.,Another Side,0.706,0.828,0,-4.588,1.0,0.11,0.124,0.0,0.0775,0.619,129.963,350461,4.0,753.0,189.0,0.447,3.349056603773585,chicago-house
Delusional Primacy (Part I),250171,False,0,Connate Exasperation,Delusional Primacy,0.342,0.979,11,-4.377,,0.149,4.06e-06,0.911,0.171,0.241,132.076,250172,4.0,518.0,131.0,0.773,0.7481162540365985,iranian
Noche de Verano,194339,False,25,Cyclo;Zarcort,Happy Piscis,0.73,0.913,3,-4.28,1.0,0.101,0.542,0.0,0.557,0.384,128.015,194339,4.0,408.0,101.0,0.217,1.7389162561576357,spanish
Bath Time,258333,False,16,Orbital,Blue Album,0.671,0.533,1,-9.392,1.0,0.0256,0.186,0.252,0.0835,0.479,114.013,258333,4.0,486.0,121.0,0.441,2.36741214057508,breakbeat
Jesús De Chamberí,465026,False,29,Mägo de Oz,Folktergeist,0.238,0.952,11,-5.088,,0.125,0.00183,0.00349,0.958,0.291,101.808,465026,,823.0,205.0,0.352,0.7481162540365985,spanish
Lies & Money,216229,False,32,Wood & Wire,North of Despair,0.639,0.52,2,-9.592,,0.0299,0.502,1.48e-05,0.159,0.748,113.661,216230,4.0,404.0,101.0,0.073,3.70048309178744,bluegrass
味道,237333,False,54,Winnie Hsin,味道,0.564,0.158,10,-14.396,,0.0322,0.669,3.42e-05,0.119,0.0784,87.83,237333,4.0,337.0,84.0,0.025,0.7573891625615764,mandopop
"Summer Rain Sleep Relaxation Sounds, Pt. 2",142946,False,37,Sleepy Times;Sample Rain Library;Nature Recordings,Rain (Sleep & Mindfulness),0.188,0.912,1,-36.263,1.0,0.0493,0.734,0.987,0.994,0.0028,64.788,142947,4.0,154.0,38.0,0.601,2.36741214057508,sleep
Two Dots,278413,False,41,Lusine,A Certain Distance,0.709,0.661,7,-8.401,0.0,0.0328,0.608,0.711,0.133,0.608,119.984,278413,4.0,554.0,138.0,0.457,4.067085953878407,idm
Raggaxixe,146813,False,0,Thiago França,A Espetacular Charanga do França,0.72,0.73,5,-6.385,0.0,0.0814,0.28,0.276,0.0392,0.773,93.414,146813,4.0,223.0,55.0,0.949,1.2793053545586106,afrobeat
Say Hello to the Undertaker,224866,False,20,Winds of Plague,Resistance,0.304,0.979,4,-2.469,1.0,0.0786,9.28e-05,1.43e-05,0.336,0.253,185.162,224867,4.0,686.0,171.0,0.224,0.916010498687664,black-metal
Stray Dogs And Alley Cats,185973,False,20,Lonesome River Band,Chronology (Vol. 3),0.673,0.497,5,-7.839,,0.029,0.881,4.61e-06,0.118,0.57,115.989,185973,4.0,350.0,90.0,0.964,1.2793053545586106,bluegrass
青春のラップタイム,288586,False,31,NMB48,てっぺんとったんで! (Type-N),0.353,0.983,0,-3.154,1.0,0.117,0.00487,0.062,0.358,0.477,172.972,288587,4.0,810.0,203.0,0.537,3.349056603773585,j-idol
Titular Aboluta,226664,False,41,Aviões do Forró,"Aviões do Forró, Vol. 3",0.653,0.876,7,-6.747,1.0,0.053,0.581,0.0,0.181,0.964,184.051,226664,4.0,695.0,174.0,0.904,4.067085953878407,forro
Plainsong,100053,False,0,Ata Ebtekar,Persian Electronic Music Yesterday And Today1966-2006,0.237,0.912,5,-0.847,1.0,0.0656,0.52,0.256,0.0911,0.245,171.816,99056,4.0,279.0,69.0,0.132,1.2793053545586106,iranian
