name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,kmeans.labels_
Akela Hoon,224600,0,53,AMAN,Akela Hoon,0.508,0.0901,7,-22.456,0.0295,0.943,0.000875,0.18,0.11,70.198,4.0,indian,0
"Senhor,Que Vieste Salvar...",145106,0,50,Padre Zeca,Dez E Deus,0.394,0.443,7,-12.441,0.0371,0.239,0.0,0.782,0.38,67.532,4.0,brazil,0
Me Voy Pa’ Porce,246226,0,16,La Misa Negra,La Misa Negra,0.605,0.732,7,-6.681,0.0737,0.0186,1.65e-06,0.051,0.793,178.022,4.0,afrobeat,1
Amazing Grace (My Chains Are Gone) - Live,441680,0,39,Passion;Chris Tomlin,Passion: The Essential Collection (Live),0.255,0.148,5,-13.001,0.0361,0.626,2.89e-06,0.989,0.0809,117.479,4.0,indian,0
波打ち際を走らないか?,261799,0,24,Keyakizaka46,風に吹かれても (Special Edition),0.446,0.862,5,-2.347,0.042,0.0319,0.0,0.284,0.512,151.976,4.0,j-idol,1
Crazy Legs,242800,0,24,(Hed) P.E.,Broke,0.607,0.775,6,-5.427,0.267,0.00195,1.15e-06,0.0915,0.736,102.051,4.0,industrial,1
Leja Leja,269815,0,48,Sultan Khan;Shreya Ghoshal;Salim Merchant,Ustad And The Divas,0.603,0.743,9,-7.013,0.0553,0.728,4.22e-05,0.103,0.341,100.021,4.0,indian,0
Fim Sem Ponto Final,179739,0,11,Priscila Senna,Fim Sem Ponto Final,0.771,0.551,4,-6.809,0.0309,0.569,6.93e-06,0.195,0.519,115.012,4.0,forro,0
Chama Arteira,262000,0,19,Samuca e a Selva,Ditados Populares Dançantes,0.694,0.731,4,-5.111,0.0411,0.0856,2.8e-05,0.305,0.62,125.769,4.0,afrobeat,1
"Traditional: Kommet, ihr Hirten",114080,0,0,Traditional;Wiener Sängerknaben;Schubert-Akademie;Gerald Wirth,Klassische Weihnachtsmusik,0.411,0.174,5,-12.668,0.0303,0.979,0.000103,0.0778,0.314,49.997,3.0,sleep,0
Só Tu és Santo / Pra Onde Eu Irei? / É Tudo Sobre Você - Ao Vivo,896445,0,49,Dunamis Music;Rapha Gonçalves;MORADA,The Send Brasil (Ao Vivo),0.246,0.84,0,-4.713,0.0591,0.127,0.0,0.222,0.14,136.73,4.0,brazil,1
Amor Maior,197277,0,42,Jota Quest;Jão,Collab,0.614,0.394,5,-11.954,0.0447,0.307,0.0,0.128,0.296,139.952,4.0,brazil,0
Wintree,141296,0,35,Stapes,Wintree,0.723,0.287,0,-12.613,0.0783,0.957,0.825,0.102,0.253,76.011,4.0,study,2
Todo mundo de Pie,239093,0,30,Planetshakers,Nada Es Imposible,0.62,0.9,7,-4.158,0.0365,0.00332,0.0,0.0118,0.706,129.999,4.0,afrobeat,1
La Fuerza,250909,0,0,La Bien Querida;Los Planetas,El Que Sabem (Original Motion Picture Soundtrack),0.582,0.854,7,-7.594,0.0442,0.133,0.174,0.113,0.535,99.029,3.0,spanish,1
Pearl of Carolina,233840,0,17,The Infamous Stringdusters,Toward the Fray,0.506,0.798,2,-6.466,0.0322,0.472,0.00593,0.198,0.602,114.798,4.0,bluegrass,1
Diga pra Mim,221973,0,0,Zezo,25 Sucessos de Zezo (O Principe dos Teclados),0.694,0.904,4,-4.65,0.045,0.092,0.0256,0.0445,0.67,90.003,4.0,forro,1
Calm,145128,0,32,Nature Sounds;Nature Sounds Nature Music;Nature Sound Collection,"Nature Sounds: Relaxation, Sleep, Meditation, Yoga, Study Aid, Insomnia",0.205,1.0,6,-24.878,0.0447,0.943,0.525,0.963,1e-05,132.289,3.0,sleep,2
Lily Of The Valley,135146,0,16,Steve Ivey,30 Bluegrass Gospel Favorites,0.645,0.577,2,-5.938,0.0261,0.63,3.82e-06,0.1,0.748,106.929,4.0,bluegrass,0
Feed Your Head,346240,0,63,Paul Kalkbrenner,7,0.793,0.339,5,-14.317,0.0555,0.166,0.809,0.11,0.266,125.993,4.0,techno,3
One Sweet Ride - Without Dialogue,101853,0,26,Tokyo Disneyland,Tokyo Disneyland The Happy Ride with Baymax,0.579,0.89,7,-7.013,0.0588,0.00284,6.11e-06,0.659,0.888,155.111,4.0,disney,1
Hardcore To Da Bone,316213,0,18,Masters of Ceremony,The Best Hardcore Classics Ever,0.707,0.961,7,-3.419,0.158,0.00274,0.186,0.154,0.161,92.509,4.0,happy,1
stuck up top,126028,0,11,Justnormal;frumhere,better unsaid,0.646,0.277,11,-10.531,0.0315,0.553,0.944,0.117,0.273,86.004,4.0,study,2
Song For His Presence - Live,470760,0,34,Hillsong Young & Free,Out Here On A Friday Where It Began,0.499,0.531,4,-10.022,0.0291,0.0106,0.0,0.247,0.139,104.026,4.0,forro,1
Beach & Berries,124137,0,26,Kantboll,Beach & Berries,0.77,0.268,2,-10.559,0.0775,0.831,0.934,0.108,0.371,86.997,4.0,study,2
Feel a Vibe,274809,0,32,Layton Giordani,New Generation,0.707,0.927,1,-6.861,0.109,0.121,0.55,0.086,0.0519,131.009,4.0,techno,3
Graceland,217333,0,20,Plastilina Mosh,Juan Manuel,0.627,0.856,0,-8.674,0.0326,0.0203,0.911,0.872,0.777,96.963,4.0,afrobeat,3
Te Amei A Mais - Ao Vivo,219130,0,40,Douglas & Vinicius,Ao Vivo Em São Paulo (Vol. 4),0.599,0.664,1,-5.747,0.0408,0.827,0.0,0.293,0.452,139.902,4.0,forro,0
Pretty When You Cry (Live),228293,1,25,Vast,Vast Live in New York City,0.573,0.832,2,-8.546,0.0418,0.00419,0.00132,0.74,0.293,107.979,4.0,industrial,1
Slowly - En Directo,363586,0,35,Luis Eduardo Aute,De la Luz y la Sombra (En Directo),0.57,0.457,1,-11.006,0.0856,0.789,2.04e-06,0.971,0.527,79.109,4.0,spanish,0
Mata,230853,0,41,Akalé Wubé,Mata,0.569,0.496,4,-11.423,0.0674,0.393,0.924,0.11,0.808,82.822,4.0,afrobeat,3
惡作劇,226773,0,61,Tangerine Wong,惡作劇之吻,0.684,0.683,10,-6.374,0.028,0.581,9.52e-06,0.123,0.676,135.978,4.0,mandopop,0
Nuh Reason,197340,0,0,Jahvillani,Nuh Reason,0.733,0.492,6,-6.672,0.457,0.0686,0.0,0.145,0.653,186.08,4.0,j-dance,1
Nebel,292500,0,49,Droplex;Mark Dekoda,Nebel,0.934,0.533,8,-6.17,0.0789,0.00694,0.447,0.0942,0.15,128.001,4.0,techno,3
Side Effect (feat. Au/Ra),144193,0,58,Alok;Au/Ra,Side Effect (feat. Au/Ra),0.727,0.712,10,-5.742,0.0597,0.192,0.0,0.196,0.515,123.955,4.0,chicago-house,1
Natural Spectrum,176033,0,17,Ceephax Acid Crew,Cro Magnox,0.689,0.418,9,-11.424,0.0261,0.194,0.866,0.405,0.151,104.594,4.0,idm,3
Rituals,144782,0,59,Lorelle Paredes,Rituals,0.214,0.0422,2,-28.109,0.0366,0.994,0.896,0.0969,0.0575,69.912,3.0,sleep,2
Rumba,99000,0,57,Natos y Waor,Luna llena,0.776,0.813,6,-5.323,0.146,0.0994,6.16e-05,0.097,0.397,93.998,4.0,spanish,1
I Like It - Kenny Smoove Remix,261266,0,13,Jomanda;Kenny Smoove,Nubia Soul,0.81,0.545,9,-12.579,0.0477,0.11,0.00318,0.246,0.726,95.31,4.0,chicago-house,1
against,229226,0,16,Sayaka Yamamoto,ゼロ ユニバース,0.486,0.936,2,-2.976,0.0896,0.0415,0.0,0.0942,0.475,94.953,4.0,j-idol,1
Yes! Come Parade With Us,294600,0,28,Leafcutter John,Yes! Come Parade With Us,0.408,0.731,3,-6.259,0.043,0.202,0.764,0.604,0.324,112.019,4.0,idm,3
Cigar Time,413480,0,19,The New Mastersounds,Made for Pleasure,0.601,0.616,5,-10.865,0.0322,0.677,0.831,0.117,0.798,112.775,4.0,afrobeat,3
Benzin,226000,0,63,Rammstein,Rosenrot,0.527,0.947,4,-4.205,0.0574,0.000393,0.00372,0.075,0.206,142.008,4.0,industrial,1
Cloud Study,190000,0,61,Norris Melcher,Cloud Study,0.19,0.0959,2,-26.159,0.0446,0.949,0.976,0.102,0.0464,79.531,3.0,sleep,2
High in Yah,193608,1,8,Jah Vinci,Imac Riddim,0.575,0.839,5,-4.435,0.353,0.0157,0.0,0.313,0.8,129.815,5.0,j-dance,1
396 Hz Aumenta las ganas de vivir,174566,0,37,Mc_team,Frecuencias Curativas Solfeggio 369 Hz,0.104,0.0176,0,-32.272,0.0423,0.992,0.913,0.13,0.0396,90.758,4.0,afrobeat,2
Wicked Slam,168800,0,30,Beenie Man,Dancehall: Beenie Man,0.607,0.859,10,-5.325,0.298,0.623,0.0,0.276,0.728,83.042,4.0,j-dance,0
BORN FI DIS,150720,0,19,Chronic Law;ATTOMATIC RECORDS,1law,0.551,0.59,3,-8.492,0.0621,0.0737,2.25e-05,0.112,0.128,102.14,4.0,j-dance,1
Clima Tropical,209614,0,57,Dani Fernández,Entre las dudas y el azar,0.581,0.839,4,-5.968,0.0517,0.121,1.95e-06,0.102,0.413,146.928,4.0,spanish,1
Off Screen,265240,0,27,VNV Nation,Transnational,0.603,0.671,11,-9.025,0.0284,0.000606,0.0025,0.239,0.456,130.019,4.0,industrial,1
MEU VÍCIO É VOCÊ,144914,0,57,Zezo,O Príncipe dos Teclados,0.778,0.852,8,-2.346,0.0265,0.567,0.0,0.0968,0.702,111.064,4.0,forro,0
Sdraiata accanto a me,188000,0,41,Scintillante,Sdraiata accanto a me,0.0664,0.00692,10,-33.73,0.0434,0.981,0.937,0.108,0.072,73.711,4.0,sleep,2
Break Ya King - Dub Edit,179922,0,11,Shade k;Terrie Kynd,Break Ya King (Dub Edit),0.809,0.927,1,-7.488,0.188,0.00565,0.00694,0.0622,0.4,131.996,4.0,breakbeat,1
Promised Land - Floorplan Extended Paradise Remix,435414,0,4,Joe Smooth;Floorplan,Promised Land (Floorplan Paradise Remix),0.699,0.855,1,-5.798,0.0793,0.00427,0.00925,0.102,0.175,124.962,4.0,chicago-house,1
Mami,168367,0,71,Rvfv;Pablo Mas,NASTU,0.707,0.572,1,-5.378,0.157,0.497,4.06e-06,0.126,0.456,98.003,4.0,spanish,0
O Seu Amor por Mim - Ao Vivo,362734,0,49,Weslei Santos,Pra Todo Mundo Cantar (Ao Vivo),0.459,0.399,6,-9.954,0.0339,0.433,0.0,0.682,0.374,139.792,3.0,brazil,0
Hannah,187758,1,43,Dalsin;Froid;KK,Hannah,0.538,0.685,2,-4.673,0.353,0.499,0.0,0.106,0.565,89.662,5.0,brazil,0
For Me,194063,0,46,Limoblaze;Marizu,Afrobeats Rap and Jesus,0.728,0.719,2,-4.201,0.0459,0.477,0.0,0.0713,0.719,107.95,4.0,afrobeat,0
Phosphor,467333,0,20,Bölzer,Hero,0.156,0.981,4,-7.823,0.0908,2.68e-05,0.534,0.144,0.0965,127.326,4.0,black-metal,3
Mi Eden de Tristeza,273225,0,31,Porta;Pumpkin,No Es Cuestión de Edades (Maqueta 2006),0.774,0.402,11,-6.131,0.243,0.0984,0.0,0.347,0.812,92.011,4.0,spanish,1
說好不哭,220693,0,63,Jay Chou;Ashin Chen,最偉大的作品,0.513,0.363,10,-11.219,0.0306,0.53,0.0,0.0792,0.383,151.828,4.0,mandopop,0
Strange Clouds,130737,0,12,"Sarah, the Illstrumentalist",MOMENTS,0.812,0.435,0,-10.269,0.0602,0.00988,0.895,0.111,0.802,122.05,4.0,study,3
House Party - Doe Schite Remix,257693,0,7,Aaron Smith;Malik Hart,House Party,0.694,0.768,0,-4.971,0.238,0.00199,0.00225,0.0412,0.435,121.962,4.0,chicago-house,1
Algo Contigo,210413,0,0,Rosario,Halloween 2022 Pop Vol. 1,0.706,0.748,1,-5.54,0.165,0.671,0.0,0.14,0.745,96.146,4.0,spanish,0
Volume Três (Acústico) - Ao Vivo,187789,0,26,Douglas & Vinicius,"Douglas & Vinicius: Acústico, ao Vivo",0.667,0.67,0,-4.641,0.0377,0.809,0.0,0.823,0.548,146.043,4.0,forro,0
Espelho Espelho Meu,173215,0,44,Banda A Loba,Espelho Espelho Meu,0.802,0.592,11,-6.071,0.0336,0.795,0.0046,0.118,0.883,125.999,4.0,forro,0
Geração Coca-Cola,141400,0,48,Legião Urbana,Mais Do Mesmo,0.574,0.89,6,-5.789,0.041,0.082,0.0,0.0741,0.83,97.9,4.0,brazil,1
Tongue,303750,0,10,Anenon,Tongue,0.471,0.652,5,-13.163,0.0621,0.708,0.894,0.0923,0.31,179.097,4.0,idm,2
Diga - Ao Vivo,297240,0,40,Dorgival Dantas;Xand,Simplesmente Dorgival Dantas (Ao Vivo),0.386,0.756,9,-4.861,0.095,0.679,0.0,0.529,0.585,172.804,4.0,forro,0
Burnin Love - Rave Radio Edit,261160,0,22,Critical Mass,Burnin Love,0.547,0.922,8,-7.476,0.0453,0.00552,0.615,0.084,0.175,165.027,4.0,happy,3
Conflicto,166817,0,14,Timothy Infinite,Cielo,0.784,0.724,6,-6.739,0.0503,0.0775,0.885,0.271,0.401,93.984,4.0,study,3
渋谷川,292226,0,24,Keyakizaka46,サイレントマジョリティー (Special Edition),0.516,0.728,1,-3.867,0.0287,0.388,0.0,0.116,0.57,93.0,4.0,j-idol,1
Serene Rain,116790,0,21,Deep Sleep Rain Sounds,All Night Rain Sounds,0.204,1.0,1,-22.526,0.0445,0.933,0.691,0.969,1e-05,50.488,3.0,sleep,2
Mostra,148119,0,34,Henry Freitas,O Forró Voltou,0.543,0.933,10,-1.373,0.0741,0.556,4.21e-05,0.137,0.762,160.013,4.0,forro,1
Fixed Emotions,158158,0,43,rec.memos,Fixed Emotions,0.76,0.378,7,-11.719,0.0633,0.532,0.867,0.117,0.265,80.031,4.0,study,2
Strummer Boy,129819,0,45,Dusty Decks,RPM,0.681,0.36,11,-9.901,0.159,0.926,0.95,0.124,0.417,84.896,4.0,study,2
A New Today - ANDY SVGE Remix,223815,0,17,Endymion;Art Of Fighters;Lilly Julian;ANDY SVGE,Invincible,0.392,0.951,11,-3.941,0.064,0.184,0.00128,0.0959,0.394,151.998,4.0,happy,1
Gatinha,192600,0,38,Marcynho Sensação,Junho 2K21,0.641,0.73,9,-6.976,0.0862,0.185,2.27e-05,0.0683,0.622,132.079,3.0,forro,1
Sincronia,212683,0,14,Samuca e a Selva,Ditados Populares Dançantes,0.791,0.546,11,-8.81,0.0436,0.034,0.0211,0.0464,0.843,100.064,4.0,afrobeat,1
Better,310571,0,19,Faderhead;Chris Harms,Better,0.441,0.756,9,-7.557,0.0322,0.0212,0.105,0.378,0.367,144.3,4.0,industrial,1
Astral Blood,616426,0,18,Wolves In The Throne Room,Celestial Lineage,0.145,0.916,0,-8.108,0.0844,0.000125,0.794,0.351,0.0573,149.286,3.0,black-metal,3
Time Stands Still,216466,0,0,xJ-Will;2Infinity,In Your Eyes Vol: I,0.803,0.278,2,-13.841,0.0484,0.0207,0.875,0.12,0.473,130.001,4.0,study,3
Future Underground,555437,0,7,Alphaxone;protoU,Back to Beyond,0.0684,0.0981,0,-24.798,0.0439,0.306,0.865,0.106,0.0329,65.394,3.0,iranian,2
Ljusa Drömmar,158982,0,52,Eleonora Feldt,Ljusa Drömmar,0.156,0.00453,9,-34.118,0.0404,0.994,0.91,0.0741,0.0619,73.865,3.0,sleep,2
Gaston - Brazilian Version,190400,0,24,Mauricio Luz;Pedro Lopes,A Bela e a Fera,0.436,0.332,7,-15.096,0.0663,0.811,0.0,0.136,0.701,72.408,4.0,disney,0
Segura,238293,0,18,Amplexos;Digitaldubs;Leão Etíope do Méier;Lenine,Segura,0.538,0.533,0,-12.113,0.0518,0.0184,0.0133,0.109,0.365,74.973,4.0,afrobeat,1
擱淺,236133,0,65,Jay Chou,七里香,0.497,0.49,5,-7.161,0.0276,0.671,0.000417,0.155,0.126,122.71,4.0,mandopop,0
"Mulher Nova, Bonita e Carinhosa Faz o Homem Gemer Sem Sentir Dor",355760,0,39,Amelinha,"Mulher Nova, Bonita E Carinhosa, Faz O Homem Gemer Sem Sentir Dor",0.477,0.437,5,-12.441,0.0406,0.46,0.0,0.0962,0.248,103.162,4.0,forro,0
Unashamed - Beauty In The Broken Album Version,304853,0,39,Starfield,Beauty In The Broken,0.442,0.458,5,-7.875,0.0259,0.0979,0.0,0.187,0.139,153.991,4.0,afrobeat,1
Dawn of a New Day,291106,0,11,Larry Heard;Loosefingers,Soundtrack From the Duality Double-Play,0.794,0.607,0,-12.851,0.0585,0.0321,0.941,0.0975,0.462,106.015,4.0,chicago-house,3
Saudade da Minha Ex,203102,0,43,Alemão Do Forró,As 20 Mais,0.833,0.916,8,-2.763,0.0436,0.159,0.0,0.244,0.963,96.013,4.0,forro,1
A Flicker Of Hope,307013,0,24,Wynardtage,A Flicker Of Hope,0.502,0.938,2,-5.96,0.0442,0.00314,0.616,0.249,0.412,133.005,4.0,industrial,3
Relevant,177841,1,21,Chronic Law,Relevant,0.574,0.585,9,-7.016,0.403,0.0944,0.0,0.0892,0.325,72.999,3.0,j-dance,1
エキゾチックテレパシー,225375,0,30,夜光性アミューズ,エキゾチックテレパシー,0.603,0.939,1,-5.793,0.0617,0.0974,0.000289,0.371,0.655,160.014,4.0,j-idol,1
"All is Found (From ""Frozen 2"")",84857,0,10,The Harp and the Piano,Disney Treats,0.447,0.021,9,-25.758,0.061,0.984,0.926,0.115,0.323,71.26,4.0,disney,2
Flack,281187,0,9,Yimino;Nick Miller;Gina Beck,Breaker,0.75,0.351,2,-11.682,0.0644,0.437,0.891,0.0948,0.195,79.998,4.0,idm,2
Save A Life,344250,0,16,Dougal;Gammer,Save A Life,0.573,0.936,10,-2.933,0.0991,0.0019,0.0218,0.0415,0.648,170.051,4.0,happy,1
Frevofoguete,206066,0,21,BaianaSystem;Lucas Santtana,BaianaSystem,0.482,0.714,4,-8.796,0.0532,0.0127,0.903,0.107,0.656,155.103,4.0,afrobeat,3
FUE,242833,0,59,Manuel Carrasco,FUE,0.744,0.415,6,-8.417,0.161,0.449,0.0,0.111,0.692,145.988,4.0,spanish,0
Tantinho,252107,0,47,Silvanno Salles,Volume 15,0.763,0.784,0,-2.451,0.0387,0.705,0.0,0.408,0.828,138.977,4.0,forro,0
Ruido Blanco De Costa,110000,0,14,Ruido Blanco Hart;Musica para Bebes;Canciones De Cuna Para Dormir Bebes,Ruido Blanco De Ondas Para Bebés Durmiendo Vol. 1,0.321,0.0731,11,-40.264,0.0616,0.987,0.973,0.108,0.0313,149.98,4.0,afrobeat,2
Der løver sover søtt,84720,0,19,Nils Jørgen Kaalstad;Anders Bye,Løvenes Konge (Originalt Norsk Soundtrack),0.668,0.378,5,-14.998,0.215,0.808,0.0,0.299,0.855,138.335,4.0,disney,0
Western Skies,162480,0,33,Hot Rize,When I'm Free,0.677,0.644,9,-7.23,0.0293,0.688,0.034,0.32,0.909,129.866,4.0,bluegrass,0
Chicago House Scene - Freaky Mix Silk Extended Edit,290145,0,6,"Fast Eddie;Steve ""Silk"" Hurley","The Chicago LP, Volume 3 of 4",0.961,0.877,11,-5.38,0.151,0.00166,1.54e-05,0.275,0.365,117.507,4.0,chicago-house,1
Eu Me Apaixonei Pela Morena,172356,0,46,Josué Bom de Faixa,O Bom de Faixa,0.67,0.896,8,-5.628,0.0312,0.815,0.000181,0.124,0.843,148.767,4.0,forro,0
Me Dá um Beijo - Ao Vivo,211973,0,47,Dorgival Dantas,Simplesmente Dorgival Dantas (Ao Vivo),0.556,0.941,9,-3.749,0.0636,0.45,3.08e-05,0.805,0.685,174.798,4.0,forro,1
マンハッタンでブレックファスト,269146,0,30,Seiko Matsuda,Windy Shadow,0.729,0.673,10,-7.939,0.0333,0.23,0.00145,0.301,0.621,140.874,4.0,j-idol,1
Tum Jo Aaye (Lofi),154906,0,0,Rudra;Neelesh,Tum Jo Aaye (Lofi),0.661,0.488,4,-15.105,0.205,0.0923,0.00335,0.141,0.244,139.982,4.0,indian,1
daft funk,109714,0,17,sonolon,daft funk,0.579,0.673,6,-8.145,0.0356,0.0901,0.911,0.378,0.0463,139.938,4.0,study,3
Gal U a Goodaz,180427,1,18,Tony Matterhorn,Gal U a Goodaz,0.631,0.818,2,-3.859,0.265,0.286,0.0,0.0278,0.859,105.859,3.0,j-dance,1
Intro - Wy Jouwe Gas,89062,0,34,De Doelleazen,Wy Jouwe Gas,0.614,0.967,11,-3.779,0.0451,0.024,0.000207,0.247,0.77,149.998,5.0,happy,1
Fahrenheit Fair Enough,400293,0,37,Telefon Tel Aviv,Fahrenheit Fair Enough,0.667,0.877,5,-8.735,0.0386,0.216,0.769,0.101,0.0445,130.0,4.0,idm,3
Snapshot,249000,0,38,Fluke,Puppy,0.518,0.878,1,-8.799,0.0479,0.000131,0.0207,0.117,0.312,127.052,4.0,breakbeat,1
Percuma,215066,0,41,Slank,PISS,0.307,0.632,0,-8.513,0.0454,0.138,0.0,0.0478,0.497,171.829,4.0,bluegrass,1
Victory Is Yours - Live,333080,0,46,Bethel Music;Bethany Wohrle,Victory (Live),0.418,0.786,9,-5.257,0.0471,0.0105,0.0,0.342,0.0656,139.92,4.0,brazil,1
Hair Dryer Sound 20 - Loopable With No Fade,84000,0,37,Deep Sleep Hair Dryers;Hair Dryer Collection;Hair Dryer Sounds,Hair Dryers,0.0,3.05e-05,3,-22.367,0.0,0.988,0.991,0.443,0.0,0.0,0.0,sleep,2
Adils fall,294933,0,22,Månegarm,Ynglingaättens Öde,0.456,0.93,2,-3.798,0.0515,9.53e-05,0.000171,0.457,0.54,155.98,3.0,black-metal,1
To Get Down - Radio Mix,212600,0,51,Timo Maas,Loud (Eastwest Release),0.661,0.806,9,-7.892,0.0545,0.0012,0.102,0.101,0.711,112.03,4.0,breakbeat,1
Pensando En Ti,280798,0,32,Mägo de Oz,Folktergeist,0.122,0.446,9,-5.687,0.0332,0.704,3.79e-06,0.805,0.215,61.292,5.0,spanish,0
I Stand Amazed (How Marvelous),396666,0,40,Passion;Chris Tomlin,Passion: Everything Glorious,0.251,0.484,8,-8.249,0.043,0.121,7.79e-06,0.483,0.192,136.067,4.0,afrobeat,1
Magika,246070,1,36,Yung Buda,Zero,0.809,0.264,1,-11.249,0.0828,0.614,0.0442,0.295,0.197,132.04,4.0,brazil,0
The Ballroom Blitz,220008,0,0,The Countdown Kids,Happy Halloween! (Spooky Favorites for Kids),0.62,0.973,2,-5.264,0.0616,0.00328,1.61e-06,0.101,0.513,108.999,4.0,disney,1
L'amour est bleu - Mellow Version,207306,0,15,Therion,Les Épaves,0.556,0.675,7,-5.169,0.0238,0.0248,0.0016,0.144,0.357,105.024,4.0,black-metal,1
Creamer,137807,0,19,Timothy Infinite,Crunchy,0.864,0.351,1,-7.731,0.209,0.639,0.656,0.108,0.459,130.017,4.0,study,2
Waiting On My Angel,243173,0,22,Jamie Principle,Frankie Knuckles Presents: His Greatest Hits from Trax Records,0.708,0.91,5,-3.349,0.047,0.176,0.0431,0.0727,0.697,124.982,4.0,chicago-house,1
Nasty - Club Edit,344420,0,6,Paul Johnson,Nasty,0.668,0.535,0,-10.127,0.0571,0.00015,0.71,0.0941,0.566,123.01,4.0,chicago-house,3
Virgem,173793,1,46,Xamã;Bagua Records;Neo Beats,Zodíaco,0.894,0.403,3,-7.567,0.0916,0.412,2.44e-06,0.111,0.609,100.051,4.0,brazil,0
All I Need,153693,0,50,Prateek Kuhad,The Way That Lovers Do,0.786,0.356,6,-11.432,0.0462,0.771,0.694,0.1,0.519,116.023,4.0,indian,2
RED,253893,0,52,Survive Said The Prophet,RED,0.449,0.693,5,-4.592,0.0351,0.0165,0.0,0.302,0.423,107.997,4.0,j-dance,1
Methamorphosis For Tapes (Homage A Gholamali Margiri),399656,0,0,Parsa Hadavi,Noise A Noise 19,0.254,0.61,0,-11.695,0.274,0.654,0.0215,0.182,0.0349,115.766,3.0,iranian,0
Holy Is The Lord - Arriving Album Version,252533,0,46,Chris Tomlin,How Great Is Our God: The Essential Collection,0.467,0.708,10,-4.149,0.0269,0.000992,0.0,0.238,0.422,83.954,4.0,afrobeat,1
Better Change Your Mind - Mixed,153306,0,18,William Onyeabor,DJ-Kicks (Brandt Brauer Frick) [DJ Mix],0.803,0.67,11,-9.929,0.0738,0.123,0.00629,0.331,0.87,117.457,4.0,afrobeat,1
"Insomnia, Pt. 1",412291,0,28,Numb,"Insomnia, Pt. 1",0.711,0.34,2,-15.098,0.0495,0.0863,0.884,0.0855,0.31,160.144,4.0,industrial,3
Baarishein,207309,0,81,Anuv Jain,Baarishein,0.475,0.124,2,-9.463,0.0444,0.926,0.0,0.0972,0.19,94.42,4.0,indian,0
Can We Just Vibe?,164117,0,45,Talented Mr Tipsy,Can We Just Vibe?,0.553,0.827,6,-7.83,0.0446,0.00993,0.844,0.173,0.821,170.021,4.0,study,3
Um Milhão de Anos - Ao Vivo,436119,0,40,Theo Rubia;AC Music,MFD - Manifestação dos Filhos de Deus (Ao Vivo),0.459,0.61,7,-7.836,0.033,0.00623,0.0,0.0763,0.109,134.08,4.0,brazil,1
Nyctophilia,297142,0,34,AGLORY,Lethal - EP,0.738,0.718,1,-3.59,0.0553,0.0014,0.878,0.339,0.064,104.971,4.0,techno,3
B2PRES107 - Original Mix,418235,0,6,Chez Damier;Ron Trent;M.D,Hip To Be Disillusioned Vol. 1,0.88,0.723,1,-10.891,0.0753,0.00545,0.934,0.0919,0.501,123.989,4.0,chicago-house,3
Head Gone / Genie Dance,230640,0,22,Elephant Man,Good 2 Go,0.637,0.732,11,-6.869,0.358,0.56,0.0,0.0933,0.963,115.209,4.0,j-dance,1
Vivão e Vivendo,117666,0,48,Racionais MC's,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.495,0.886,11,-3.737,0.474,0.591,0.0,0.615,0.864,172.997,4.0,brazil,1
Tum Jab Paas,235932,0,61,Prateek Kuhad,Tum Jab Paas - Single,0.751,0.344,6,-7.712,0.0379,0.528,1.62e-06,0.113,0.471,122.1,3.0,indian,0
Tamasha,320052,0,1,Saeed Dehghan;Safir Farsi,Vintage Effort,0.49,0.597,8,-8.048,0.0937,0.695,0.00155,0.056,0.185,138.019,4.0,iranian,0
Orange Line,61426,0,19,Ilkae,Pistachio Island,0.6,0.974,2,-7.718,0.109,0.0599,0.926,0.051,0.846,187.302,4.0,idm,3
Ze-Ka,476558,0,9,Yimino;Baccara Smart,Autonoe Vora,0.601,0.588,7,-12.623,0.0552,0.24,0.91,0.131,0.187,75.004,4.0,idm,3
Sextou,147424,1,50,Biu do Piseiro;Pedrinho Pisadinha,O Maior Piseiro de Todos os Tempos!,0.757,0.803,8,-10.886,0.0802,0.254,2.11e-05,0.188,0.925,174.009,4.0,forro,1
Conditions Of My Parole,174160,0,13,Puscifer,Conditions Of My Parole,0.558,0.835,4,-4.642,0.0576,0.0063,0.00415,0.116,0.591,146.581,4.0,industrial,1
Trouble in Paradise,169388,0,14,"Sarah, the Illstrumentalist",MOMENTS,0.643,0.334,1,-13.587,0.0626,0.0975,0.825,0.0999,0.654,139.009,4.0,study,3
There’s A First Time For Everything,136769,0,54,Charlie Puth,CHARLIE,0.551,0.737,1,-5.573,0.103,0.466,2.74e-06,0.21,0.611,197.997,4.0,breakbeat,1
UFO Death Cult,395076,0,19,Brennen Grey;Pleasurekraft,UFO Death Cult,0.637,0.882,7,-8.207,0.078,0.0187,0.669,0.0869,0.166,129.976,4.0,techno,3
Choose me,221400,0,50,BAND-MAID,Daydreaming/Choose me,0.504,0.951,7,-0.524,0.116,0.00213,0.0,0.311,0.375,89.987,4.0,j-idol,1
Me Atraiu - Acústico,202127,0,0,Gabriel Brito;Filipe Lancaster,Me Atraiu (Acústico),0.587,0.214,8,-10.045,0.0273,0.773,0.0,0.11,0.217,139.847,4.0,brazil,0
